node_index,actual_elongation,actual_elongation_rate,actual_length_with_hairs,actual_potential_time_since_emergence,actual_time_since_cells_formation,actual_time_since_death,actual_time_since_emergence,actual_time_since_growth_stopped,actual_time_since_primordium_formation,actual_time_since_root_hairs_emergence_started,actual_time_since_root_hairs_emergence_stopped,all_root_hairs_formed,angle_down,angle_roll,axis_ID,biomass,C_hexose_reserve,C_hexose_root,C_hexose_soil,C_sucrose_root,cells_degradation,cells_degradation_rate,cells_release,cells_release_rate,cells_release_rate_per_day_per_cm,color,cortical_parenchyma_surface,Cs_cells_soil,Cs_mucilage_soil,dead_root_hairs_number,Deficit_cells_soil,Deficit_cells_soil_rate,Deficit_hexose_reserve,Deficit_hexose_reserve_rate,Deficit_hexose_root,Deficit_hexose_root_rate,Deficit_hexose_soil,Deficit_hexose_soil_rate,Deficit_mucilage_soil,Deficit_mucilage_soil_rate,Deficit_sucrose_root,Deficit_sucrose_root_rate,dist_to_ramif,distance_from_tip,edge_type,emergence_cost,emergence_delay_in_thermal_time,epidermis_surface_without_hairs,external_surface,former_distance_from_tip,global_sucrose_deficit,growing_zone_C_hexose_root,growth_duration,hexose_available_for_thickening,hexose_consumption_by_growth,hexose_consumption_by_growth_rate,hexose_consumption_rate_by_fungus,hexose_degradation,hexose_degradation_rate,hexose_exudation,hexose_exudation_rate,hexose_growth_demand,hexose_growth_demand_rate,hexose_immobilization_as_reserve,hexose_immobilization_as_reserve_rate,hexose_mobilization_from_reserve,hexose_mobilization_from_reserve_rate,hexose_possibly_required_for_elongation,hexose_production_from_phloem,hexose_production_from_phloem_rate,hexose_uptake_from_soil,hexose_uptake_from_soil_rate,initial_external_surface,initial_length,initial_living_root_hairs_external_surface,initial_living_root_hairs_struct_mass,initial_radius,initial_struct_mass,label,lateral_primordium_index,lateral_root_emergence_possibility,length,length_0.0-0.05_m,length_0.05-0.1_m,length_0.1-0.15_m,length_0.15-0.2_m,length_0.2-0.25_m,length_0.25-0.3_m,length_0.3-0.35_m,length_0.35-0.4_m,length_0.4-0.45_m,length_0.45-0.5_m,life_duration,list_of_elongation_supporting_elements,list_of_elongation_supporting_elements_hexose,list_of_elongation_supporting_elements_mass,living_root_hairs_external_surface,living_root_hairs_number,living_root_hairs_struct_mass,mucilage_degradation,mucilage_degradation_rate,mucilage_secretion,mucilage_secretion_rate,mucilage_secretion_rate_per_day_per_cm,net_hexose_exudation,net_hexose_exudation_rate_per_day_per_cm,net_hexose_exudation_rate_per_day_per_gram,net_hexose_immobilization_rate,net_rhizodeposition_rate_per_day_per_cm,net_sucrose_unloading_rate,non_vascular_exchange_surface_with_soil_solution,original_radius,permeability_coeff,phloem_exchange_surface_with_soil_solution,phloem_hexose_exudation,phloem_hexose_exudation_rate,phloem_hexose_uptake_from_soil,phloem_hexose_uptake_from_soil_rate,phloem_surface,phloem_surfacic_unloading_rate,potential_length,potential_radius,radius,relative_conductance_endodermis,relative_conductance_exodermis,relative_conductance_walls,resp_growth,resp_growth_rate,resp_maintenance,resp_maintenance_rate,root_hair_length,root_hair_radius,root_hairs_external_surface,root_hairs_lifespan,root_hairs_struct_mass,root_hairs_struct_mass_produced,root_hairs_volume,root_order,specific_net_exudation,stelar_parenchyma_surface,struct_mass,struct_mass_contributing_to_elongation,struct_mass_produced,sucrose_loading_in_phloem,sucrose_loading_in_phloem_rate,theoretical_radius,thermal_potential_time_since_emergence,thermal_time_since_cells_formation,thermal_time_since_death,thermal_time_since_emergence,thermal_time_since_growth_stopped,thermal_time_since_primordium_formation,thermal_time_since_root_hairs_emergence_started,thermal_time_since_root_hairs_emergence_stopped,total_exchange_surface_with_soil_solution,total_exudation_rate,total_hexose_uptake_from_soil_rate,total_net_rhizodeposition,total_root_hairs_number,type,volume,x1,x2,y1,y2,z1,z2
1,0.0,0.0,0.001,NA,5180400.0414433805,0.0,5180400.0414433805,0.0,5180400.0414433805,4999918.017762766,4982416.865946908,True,0.0,0.0,Ax00001-Se00001,5.550783681345806e-05,4.669514554062866e-07,2.060818761430423e-05,0.0,0.00021752804172232317,0.0,0.0,0.0,0.0,0.0,NA,2.1991148575128552e-05,0.0,0.0,131.25,1.4825312499710298e-197,4.1181423280855e-201,0.0,0.0,0.0,0.0,2.8774475879058563e-11,7.992909902461878e-15,6.885316991331114e-14,1.9125880378468276e-17,0.0,0.0,0.0,0.2117733213038326,NA,0.0,NA,1.7592918860102843e-05,2.1991148575128554e-06,0.21143500537811688,NA,NA,5184000.0,0.0,0.0,0.0,0.0,7.326580901983447e-11,2.0351613453807782e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.284886323705221e-11,6.3469064039614736e-15,0.0,1.8478420582625441e-09,5.132894565221689e-13,1.8407128135835135e-13,5.113091107938365e-17,2.1991148575128554e-06,0.001,0.0,0.0,0.00035,5.387831400906495e-05,Segment,NA,Impossible,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,8.847913058082446e-14,2.4577536075830954e-17,0.0,0.0,0.0,-1.840712813583581e-13,-3.1834023428567705e-09,-5.90850400834957e-06,-6.3469064039614736e-15,-3.1834023428567705e-09,2.5664472826108445e-13,1.9792033718515792e-05,0.00035,0.0,7.262102498390941e-19,0.0,0.0,6.753952278203515e-27,1.8760978400477495e-30,1.4074335088082275e-06,1.8234945143405283e-07,0.001,0.00035,0.00035,5.159819238542695e-12,0.100000000036802,1.0,0.0,0.0,0.0,0.0,0.0005769398245024181,6e-06,2.854703114896785e-06,165600,1.19897530825665e-06,0.0,8.564109344690358e-12,1,0.0,1.7592918860102843e-05,5.387831400906495e-05,NA,0.0,0.0,0.0,0.00035,0.0,2275986.698138586,0.0,2275986.698138586,0.0,2275986.698138586,2220160.2435177504,2213187.896363803,1.9792033718516517e-05,0.0,5.113091107938552e-17,-1.840712813583581e-13,131.25,Base_of_the_root_system,3.8484510006474964e-10,0.0,1.0206823934513926e-14,0.0,0.0,-0.1,-0.101
2,0.0,0.0,0.0,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2107733213038326,<,0.0,NA,NA,0.0,0.21043500537811688,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2275986.698138586,0.0,2275986.698138586,0.0,2275986.698138586,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
3,0.0,0.0,0.0045,0.0,3057688.4478792613,0.0,5032583.105080331,0.0,5180400.0414433805,2471318.9057001066,2143918.9019518695,True,54.71828247736544,5.0,Ax00001-Se00001-Ax00001-Se00001,0.00020400401701238473,1.3221675966272302e-06,3.969367962107478e-05,6.364270461773914e-07,0.00021752804172232317,0.0,0.0,0.0,0.0,0.0,NA,8.927384573533452e-05,0.0,5.624998086713698e-09,532.8140189100678,2.213310100717061e-234,6.148083563918279e-238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0781650981741069,+,0.0,43200,7.141907658826762e-05,8.927384573533452e-06,0.07785509321989542,NA,0.0001187753056979054,5184000.0,7.862145659290078e-09,0.0,0.0,0.0,2.2332404354108244e-10,6.203445604291393e-14,2.2691588388378594e-10,6.30321894634608e-14,0.0,NA,1.2384991055507818e-10,3.440275265674415e-14,1.2204650411584745e-10,3.3901806427632064e-14,0.0,6.8109715945021124e-09,1.8919365388928725e-12,5.603828603899751e-13,1.5566190441858674e-16,8.927384573533452e-06,0.0045,0.0,0.0,0.00031574164083559577,0.0001973122937532486,Segment,NA,Impossible,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420382.971698341,"[3, 1]","[2.9539815955875168e-08, 0.0]","[0.00019482503204678193, 5.387831400906495e-05]",0.0,0.0,0.0,0.0,0.0,3.1030509982254817e-13,8.619586037225207e-17,1.1925645500975009e-09,2.2635550635433037e-10,8.699294750615268e-07,0.001984003410690885,5.009462291120829e-16,8.711220396116242e-07,9.068885022053273e-14,8.03466734771597e-05,0.00031574164083559577,2e-05,1.7130487124789135e-13,5.332129196051641e-18,1.4811469870540578e-21,1.194776455504643e-21,3.3188234609623094e-25,5.71352612706141e-06,1.6556645553189553e-07,0.0045,0.00031574164083559577,0.00031574164083559577,2.998169682655316e-07,0.10000213839457714,1.0,0.0,NA,2.7275111999897837e-09,7.576419939360263e-13,0.001,6e-06,2.0086615290450267e-05,165600,8.436378421989113e-06,0.0,6.02598458713508e-11,1,0.0,7.141907658826762e-05,0.0001973122937532486,0.00024870334605584687,0.0,3.0790059338452996e-09,8.552794192259035e-13,0.00031574164083559577,1251.9403135622997,1422104.5754766192,0.0,2232786.6981385853,0.0,2275986.698138586,1166099.8400464982,1048486.600269837,8.034667364846456e-05,6.303219094460779e-14,1.5566190475046907e-16,2.2666581145415291e-10,532.8140189100678,Normal_root_after_emergence,1.4093735268089186e-09,1.0206823934513926e-14,-0.0013548666210157004,0.0,-0.0032900592032730036,-0.101,-0.1037549676728028
4,0.0,0.0,0.0,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2107733213038326,<,0.0,NA,NA,0.0,0.21043500537811688,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2275986.698138586,0.0,2275986.698138586,0.0,2275986.698138586,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
5,0.0,0.0,0.0045,0.0,3057688.4478792613,0.0,5032583.105080331,0.0,5180400.0414433805,2471318.9057001066,2144761.651780213,True,54.71828247736544,5.0,Ax00001-Se00001-Ax00002-Se00001,0.0002040040174053784,1.3221679729887247e-06,3.9693702898565254e-05,6.364274346790008e-07,0.00021752804172232317,0.0,0.0,0.0,0.0,0.0,NA,8.927384573533452e-05,0.0,0.0,532.8140189100678,1.5611812065942355e-234,4.3366144280688505e-238,0.0,0.0,0.0,0.0,0.0,0.0,3.797633130099038e-13,1.0548980832549927e-16,0.0,0.0,0.0045,0.07847299419909128,+,0.0,43200,7.141907658826762e-05,8.927384573533452e-06,0.07818307966660827,NA,0.0001187753056979054,5184000.0,7.862150150002652e-09,0.0,0.0,0.0,2.2332416160232873e-10,6.20344888377043e-14,2.2691601363259012e-10,6.303222550479502e-14,0.0,NA,1.2384994599358963e-10,3.440276250077502e-14,1.2204653667254297e-10,3.3901815471158523e-14,0.0,6.810971200153443e-09,1.8919364293515763e-12,5.603831577386981e-13,1.556619870154536e-16,8.927384573533452e-06,0.0045,0.0,0.0,0.00031574164083559577,0.0001973122937532486,Segment,NA,Impossible,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420382.971698341,"[5, 1]","[2.9539815955875168e-08, 0.0]","[0.00019482503204678193, 5.387831400906495e-05]",0.0,0.0,0.0,8.852016875611532e-13,2.4588935568876107e-16,3.0905693943459107e-13,8.584914915614878e-17,1.1877676201328798e-09,2.2635563580578582e-10,8.699299725693564e-07,0.0019840045453314034,5.009470296164993e-16,8.711177401894892e-07,9.068874098378148e-14,8.03466734771597e-05,0.00031574164083559577,2e-05,1.7130487124789135e-13,5.3321291919718805e-18,1.4811469859207912e-21,1.1947770894734496e-21,3.3188252219867587e-25,5.71352612706141e-06,1.6556644594575785e-07,0.0045,0.00031574164083559577,0.00031574164083559577,2.998169682655316e-07,0.10000213839457714,1.0,0.0,NA,2.72751256259e-09,7.576423724360834e-13,0.001,6e-06,2.0086615290450267e-05,165600,8.436378421989113e-06,0.0,6.02598458713508e-11,1,0.0,7.141907658826762e-05,0.0001973122937532486,0.00024870334605584687,0.0,3.079006129923273e-09,8.552794736920067e-13,0.00031574164083559577,1251.9403135622997,1422104.5754766192,0.0,2232786.6981385853,0.0,2275986.698138586,1166099.8400464982,1048796.8268831896,8.034667364846456e-05,6.3032226985942e-14,1.5566198734733612e-16,2.2666469274522042e-10,532.8140189100678,Normal_root_after_emergence,1.4093735268089186e-09,1.0206823934513926e-14,-0.002526291695835958,0.0,0.0025055944183461445,-0.101,-0.10375496767281422
6,0.0,0.0,0.0,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2107733213038326,<,0.0,NA,NA,0.0,0.21043500537811688,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2275986.698138586,0.0,2275986.698138586,0.0,2275986.698138586,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
7,0.0,0.0,0.0045,0.0,1870370.0065735222,0.0,4805590.712647085,0.0,5180400.0414433805,984265.0292115179,864603.532255995,True,54.71828247736544,5.0,Ax00001-Se00001-Ax00003-Se00001,0.0002040038505147189,1.3219923544229754e-06,3.968388456765083e-05,6.364138193576118e-07,0.00021752804172232317,0.0,0.0,0.0,0.0,0.0,NA,8.927384573533452e-05,0.0,0.0,532.8140189100678,5.093378309777911e-42,1.4148272969530237e-45,0.0,0.0,0.0,0.0,0.0,0.0,6.038798929814099e-14,1.67744413375103e-17,0.0,0.0,0.0045,0.050652349829153176,+,0.0,129600,7.141907658826762e-05,8.927384573533452e-06,0.05045317690805963,NA,0.00011799435013194482,5184000.0,7.86020162896139e-09,0.0,0.0,0.0,2.2352465571357917e-10,6.209018164593943e-14,2.2716792514819296e-10,6.3102200925236e-14,0.0,NA,1.238345673190956e-10,3.439849064678308e-14,1.2203037400081218e-10,3.3897325840158114e-14,0.0,6.811142308116169e-09,1.891983959340842e-12,5.608853031529666e-13,1.558014718516345e-16,8.927384573533452e-06,0.0045,0.0,0.0,0.00031574164083559577,0.0001973122937532486,Segment,NA,Impossible,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420382.971698341,"[7, 1]","[2.9370807868131205e-08, 0.0]","[0.0001950387556242513, 5.387831400906495e-05]",0.0,0.0,0.0,0.0,0.0,4.854636207472753e-13,1.34851004684324e-16,1.8657337723300586e-09,2.2660981001740335e-10,8.709068148916303e-07,0.001986232379373883,5.011648066249639e-16,8.727725486639604e-07,9.073614402408827e-14,8.045554010072188e-05,0.00031574164083559577,2e-05,8.901697539717603e-11,2.7707929335965207e-15,7.696646976194938e-19,6.205702325644728e-19,1.7238061877775307e-22,5.71352612706141e-06,1.6557060537272194e-07,0.0045,0.00031574164083559577,0.00031574164083559577,0.0001541074534266329,0.10109856057049967,1.0,0.0,NA,2.7269213117689545e-09,7.574781360982179e-13,0.001,6e-06,2.0086615290450267e-05,165600,8.436378421989113e-06,0.0,6.02598458713508e-11,1,0.0,7.141907658826762e-05,0.0001973122937532486,0.00024891706963331623,0.0,3.078921032958166e-09,8.552558356463328e-13,0.00031574164083559577,1111.9406883216434,936216.6531112833,0.0,2146386.6981385853,0.0,2275986.698138586,569354.7281804733,508635.4615234792,8.045562911769727e-05,6.310297058993361e-14,1.558016442322533e-16,2.2709527363815064e-10,532.8140189100678,Normal_root_after_emergence,1.4093735268089186e-09,1.0206823934513926e-14,0.003278802325952517,0.0,0.0013818858235960312,-0.101,-0.10375496767275764
8,0.0,0.0,0.0,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,0.0,False,0.0,104.98358746701528,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2107733213038326,<,0.0,NA,NA,0.0,0.21043500537811688,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2275986.698138586,0.0,2275986.698138586,0.0,2275986.698138586,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
9,0.0,0.0,0.0045,0.0,1481504.5528354065,0.0,4805590.712647085,0.0,5180400.0414433805,730394.3539148009,633953.6941548103,True,38.63803904331546,5.0,Ax00001-Se00001-Ax00004-Se00001,0.00024616672183885326,1.304302340525458e-06,3.869982041790278e-05,6.156975070018725e-07,0.00021752804172232317,0.0,0.0,0.0,0.0,0.0,NA,9.806926063476106e-05,0.0,0.0,585.3077848271118,8.382942621888972e-43,2.3285951541181756e-46,0.0,0.0,0.0,0.0,0.0,0.0,3.07943848012741e-13,8.553995709699729e-17,0.0,0.0,0.0045,0.04700617817550353,+,0.0,129600,7.845540850780885e-05,9.806926063476106e-06,0.04676132291759006,NA,0.0001707702681489158,5184000.0,9.241511200403754e-09,0.0,0.0,0.0,2.434698004478113e-10,6.763049958334804e-14,2.456011151176591e-10,6.822253143134729e-14,0.0,NA,1.474880420087435e-10,4.096890023023311e-14,1.4536105604327746e-10,4.037807080010806e-14,0.0,7.501675931159342e-09,2.0837988530960932e-12,6.108912006416596e-13,1.696919988207028e-16,9.806926063476106e-06,0.0045,0.0,0.0,0.00034684905767532555,0.0002381066144665794,Segment,NA,Impossible,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4855886.807454558,"[9, 1]","[4.894241507201661e-08, 0.0]","[0.00023271967288018464, 5.387831400906495e-05]",0.0,0.0,0.0,1.1946948345242648e-12,3.3185967360186286e-16,6.216926984910566e-13,1.7269241486597641e-16,2.389289359726514e-09,2.4501853801166523e-10,9.416552377531902e-07,0.0017796433666415945,5.908294301250481e-16,9.440445271129164e-07,1.0513802584528767e-13,8.928879500843874e-05,0.00034684905767532555,2e-05,9.098195650489869e-10,2.832031940159342e-14,7.866755326397463e-18,6.224753804858932e-18,1.7290982652946952e-21,6.276432680624708e-06,1.660018484328496e-07,0.0045,0.00034684905767532555,0.00034684905767532555,0.0013249465311048424,0.10940673162858502,1.0,0.0,NA,3.2164972187602013e-09,8.9347144250784e-13,0.001,6e-06,2.206558364282124e-05,165600,9.267545129984923e-06,0.0,6.619675092846373e-11,1,0.0,7.845540850780885e-05,0.0002381066144665794,0.0002865979868892496,0.0,3.37234106950866e-09,9.36761400702759e-13,0.00034684905767532555,1111.9406883216434,768704.7179643803,0.0,2146386.6981385853,0.0,2275986.698138586,436181.0001785507,381767.1712930347,8.928970482800379e-05,6.823039818667369e-14,1.696937279189681e-16,2.456402307101563e-10,585.3077848271118,Normal_root_after_emergence,1.7007615319041386e-09,1.0206823934513926e-14,0.00036843556703297295,0.0,-0.002665451346230771,-0.101,-0.10460688568627136
10,0.0,0.0,0.0,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,5180400.0414433805,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2107733213038326,<,0.0,NA,NA,0.0,0.21043500537811688,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2275986.698138586,0.0,2275986.698138586,0.0,2275986.698138586,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
