node_index,actual_elongation,actual_elongation_rate,actual_length_with_hairs,actual_potential_time_since_emergence,actual_time_since_cells_formation,actual_time_since_death,actual_time_since_emergence,actual_time_since_growth_stopped,actual_time_since_primordium_formation,actual_time_since_root_hairs_emergence_started,actual_time_since_root_hairs_emergence_stopped,all_root_hairs_formed,angle_down,angle_roll,axis_ID,biomass,C_hexose_reserve,C_hexose_root,C_hexose_soil,C_sucrose_root,cells_degradation,cells_degradation_rate,cells_release,cells_release_rate,cells_release_rate_per_day_per_cm,color,cortical_parenchyma_surface,Cs_cells_soil,Cs_mucilage_soil,dead_root_hairs_number,Deficit_cells_soil,Deficit_cells_soil_rate,Deficit_hexose_reserve,Deficit_hexose_reserve_rate,Deficit_hexose_root,Deficit_hexose_root_rate,Deficit_hexose_soil,Deficit_hexose_soil_rate,Deficit_mucilage_soil,Deficit_mucilage_soil_rate,Deficit_sucrose_root,Deficit_sucrose_root_rate,dist_to_ramif,distance_from_tip,edge_type,emergence_cost,emergence_delay_in_thermal_time,epidermis_surface_without_hairs,external_surface,former_distance_from_tip,global_sucrose_deficit,growing_zone_C_hexose_root,growth_duration,hexose_available_for_thickening,hexose_consumption_by_growth,hexose_consumption_by_growth_rate,hexose_consumption_rate_by_fungus,hexose_degradation,hexose_degradation_rate,hexose_exudation,hexose_exudation_rate,hexose_growth_demand,hexose_growth_demand_rate,hexose_immobilization_as_reserve,hexose_immobilization_as_reserve_rate,hexose_mobilization_from_reserve,hexose_mobilization_from_reserve_rate,hexose_possibly_required_for_elongation,hexose_production_from_phloem,hexose_production_from_phloem_rate,hexose_uptake_from_soil,hexose_uptake_from_soil_rate,initial_external_surface,initial_length,initial_living_root_hairs_external_surface,initial_living_root_hairs_struct_mass,initial_radius,initial_struct_mass,label,lateral_primordium_index,lateral_root_emergence_possibility,length,length_0.0-0.05_m,length_0.05-0.1_m,length_0.1-0.15_m,length_0.15-0.2_m,length_0.2-0.25_m,length_0.25-0.3_m,length_0.3-0.35_m,length_0.35-0.4_m,length_0.4-0.45_m,length_0.45-0.5_m,life_duration,list_of_elongation_supporting_elements,list_of_elongation_supporting_elements_hexose,list_of_elongation_supporting_elements_mass,living_root_hairs_external_surface,living_root_hairs_number,living_root_hairs_struct_mass,mucilage_degradation,mucilage_degradation_rate,mucilage_secretion,mucilage_secretion_rate,mucilage_secretion_rate_per_day_per_cm,net_hexose_exudation,net_hexose_exudation_rate_per_day_per_cm,net_hexose_exudation_rate_per_day_per_gram,net_hexose_immobilization_rate,net_rhizodeposition_rate_per_day_per_cm,net_sucrose_unloading_rate,non_vascular_exchange_surface_with_soil_solution,original_radius,permeability_coeff,phloem_exchange_surface_with_soil_solution,phloem_hexose_exudation,phloem_hexose_exudation_rate,phloem_hexose_uptake_from_soil,phloem_hexose_uptake_from_soil_rate,phloem_surface,phloem_surfacic_unloading_rate,potential_length,potential_radius,radius,relative_conductance_endodermis,relative_conductance_exodermis,relative_conductance_walls,resp_growth,resp_growth_rate,resp_maintenance,resp_maintenance_rate,root_hair_length,root_hair_radius,root_hairs_external_surface,root_hairs_lifespan,root_hairs_struct_mass,root_hairs_struct_mass_produced,root_hairs_volume,root_order,specific_net_exudation,stelar_parenchyma_surface,struct_mass,struct_mass_contributing_to_elongation,struct_mass_produced,sucrose_loading_in_phloem,sucrose_loading_in_phloem_rate,theoretical_radius,thermal_potential_time_since_emergence,thermal_time_since_cells_formation,thermal_time_since_death,thermal_time_since_emergence,thermal_time_since_growth_stopped,thermal_time_since_primordium_formation,thermal_time_since_root_hairs_emergence_started,thermal_time_since_root_hairs_emergence_stopped,total_exchange_surface_with_soil_solution,total_exudation_rate,total_hexose_uptake_from_soil_rate,total_net_rhizodeposition,total_root_hairs_number,type,volume,x1,x2,y1,y2,z1,z2
1,0.0,0.0,0.001,NA,2588400.0207072226,0.0,2588400.0207072226,0.0,2588400.0207072226,2407917.997026609,2390416.84521075,True,0.0,0.0,Ax00001-Se00001,5.519754402601393e-05,3.781409336262948e-08,0.0,2.1776544334158203e-09,0.00017706309512299686,0.0,0.0,0.0,0.0,0.0,NA,2.1991148575128552e-05,0.0,0.0,131.25,1.4825312499710298e-197,4.1181423280855e-201,0.0,0.0,6.289470138271731e-10,1.7470750244322141e-13,0.0,0.0,2.9752769467987195e-15,8.264658119434735e-19,0.0,0.0,0.0,0.11993016164860922,NA,0.0,NA,1.7592918860102843e-05,2.1991148575128554e-06,0.1197910298575441,NA,NA,5184000.0,0.0,0.0,0.0,0.0,3.8499600967260084e-13,1.0694333516462023e-16,0.0,0.0,0.0,0.0,0.0,0.0,1.061615809444288e-12,2.948932780420449e-16,0.0,8.713085812515034e-10,2.420301595225097e-13,9.625439659004892e-16,2.6737332172226046e-19,2.1991148575128554e-06,0.001,0.0,0.0,0.00035,5.387831400906495e-05,Segment,NA,Impossible,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.62544194752472e-16,-1.664662418855416e-11,-3.089670583558608e-08,-2.948932780420449e-16,-1.664662418855416e-11,1.2101507976125484e-13,1.9797853360540872e-05,0.00035,0.0,4.707086799203061e-12,0.0,0.0,2.2885198273935363e-22,6.356999469681606e-26,1.4074335088082275e-06,8.598280416367718e-08,0.001,0.00035,0.00035,3.336508007961925e-05,0.10023794363267086,1.0,0.0,0.0,0.0,0.0,0.0004200882998532394,6e-06,2.0786004487677916e-06,165600,8.730121884824727e-07,0.0,6.2358013463033764e-12,1,0.0,1.7592918860102843e-05,5.387831400906495e-05,NA,0.0,0.0,0.0,0.00035,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,1055324.1622363983,999497.7076155638,992525.3604616165,1.979785806762767e-05,0.0,2.6737338529225515e-19,-9.62544194752472e-16,131.25,Base_of_the_root_system,3.8484510006474964e-10,0.0,1.0206823934513926e-14,0.0,0.0,-0.1,-0.101
2,0.0,0.0,0.0,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11893016164860921,<,0.0,NA,NA,0.0,0.1187910298575441,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
3,7.302043392919946e-05,2.0283453706954446e-08,0.0,0.0,530564.5934950669,0.0,2440583.0843441733,0.0,2588400.0207072226,0.0,0.0,False,54.71828247736544,5.0,Ax00001-Se00001-Ax00001-Ap00000,0.00017797997297708785,2.007016269933595e-06,0.00014426294121755727,5.203098603587466e-06,0.00017706309512299686,1.0017876660980209e-10,2.7827434946769993e-14,1.0096853343665873e-10,2.8046814619141802e-14,4.4070889642482053e-07,NA,7.860523250078925e-05,1.4186731796141645e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9642322050611426e-14,5.456200525964681e-18,0.0,0.0,0.0039622304084694325,0.0039622304084694325,+,0.0,43200,6.28841860006314e-05,7.860523250078925e-06,0.003889209974540233,NA,0.00010889647962177621,5184000.0,NA,2.4437370761704355e-08,6.788158490612609e-12,0.0,1.2640279293865427e-09,3.511188664650887e-13,1.2482754797667645e-09,3.467431860501558e-13,8.217167109308916e-08,NA,1.2045478967664796e-10,3.345966353139157e-14,1.138478934063085e-10,3.162441458209038e-14,2.4437370761704295e-08,2.7119136486532863e-08,7.533093408216604e-12,3.2545486087612762e-12,9.040412729791355e-16,7.715660695542868e-06,0.003889209974540233,0.0,0.0,0.00031574164083559577,0.00017053087576989934,Apex,NA,Impossible,0.0039622304084694325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420382.971698341,"[3, 1]","[2.4437370761704295e-08, 0.0]","[0.00017053087576989934, 5.387831400906495e-05]",0.0,0.0,0.0,2.3150420078029846e-11,6.430672192451803e-15,1.2028024287812057e-11,3.3411178309966293e-15,5.2500092153740275e-08,1.2920409090246328e-09,5.639518608133317e-06,0.012861760032213955,1.8352489493011893e-15,6.132727596711876e-06,3.766546704108302e-12,0.00012548135787885433,0.00031574164083559577,2e-05,1.8635903635482799e-06,4.7068312898442565e-11,1.3074531256082242e-14,4.8335031812793706e-14,1.342639761836485e-17,5.030734880050512e-06,7.487070565067191e-07,0.004134744207269873,0.00031574164083559577,0.00031574164083559577,0.7408969542640853,0.9999797644057931,0.5,2.932484491404522e-08,NA,4.1480039227991554e-09,1.152223302670868e-12,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,6.28841860006314e-05,0.00017373261561643888,0.00022440918977896428,3.2017398465395232e-06,0.0,0.0,0.00031574164083559577,1251.9403135622997,229582.9602915827,0.0,1012124.1622363981,0.0,1055324.1622363983,0.0,0.0,0.00012734494824240261,3.5981771730623805e-13,9.174676705975003e-16,1.4050374667491035e-09,0.0,Normal_root_after_emergence,1.2409472544031348e-09,1.0206823934513926e-14,-0.0011929541611562554,0.0,-0.0028968828046384465,-0.101,-0.10342573704167322
4,0.0,0.0,0.0,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11893016164860921,<,0.0,NA,NA,0.0,0.1187910298575441,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
5,7.302043392919946e-05,2.0283453706954446e-08,0.0,0.0,530564.5934950669,0.0,2440583.0843441733,0.0,2588400.0207072226,0.0,0.0,False,54.71828247736544,5.0,Ax00001-Se00001-Ax00002-Ap00000,0.00017797997297708785,2.007016269933595e-06,0.00014426294121755727,5.203098603587466e-06,0.00017706309512299686,1.0017876660980209e-10,2.7827434946769993e-14,1.0096853343665873e-10,2.8046814619141802e-14,4.4070889642482053e-07,NA,7.860523250078925e-05,1.4186731796141645e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9642322050611426e-14,5.456200525964681e-18,0.0,0.0,0.0039622304084694325,0.0039622304084694325,+,0.0,43200,6.28841860006314e-05,7.860523250078925e-06,0.003889209974540233,NA,0.00010889647962177621,5184000.0,NA,2.4437370761704355e-08,6.788158490612609e-12,0.0,1.2640279293865427e-09,3.511188664650887e-13,1.2482754797667645e-09,3.467431860501558e-13,8.217167109308916e-08,NA,1.2045478967664796e-10,3.345966353139157e-14,1.138478934063085e-10,3.162441458209038e-14,2.4437370761704295e-08,2.7119136486532863e-08,7.533093408216604e-12,3.2545486087612762e-12,9.040412729791355e-16,7.715660695542868e-06,0.003889209974540233,0.0,0.0,0.00031574164083559577,0.00017053087576989934,Apex,NA,Impossible,0.0039622304084694325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420382.971698341,"[5, 1]","[2.4437370761704295e-08, 0.0]","[0.00017053087576989934, 5.387831400906495e-05]",0.0,0.0,0.0,2.3150420078029846e-11,6.430672192451803e-15,1.2028024287812057e-11,3.3411178309966293e-15,5.2500092153740275e-08,1.2920409090246328e-09,5.639518608133317e-06,0.012861760032213955,1.8352489493011893e-15,6.132727596711876e-06,3.766546704108302e-12,0.00012548135787885433,0.00031574164083559577,2e-05,1.8635903635482799e-06,4.7068312898442565e-11,1.3074531256082242e-14,4.8335031812793706e-14,1.342639761836485e-17,5.030734880050512e-06,7.487070565067191e-07,0.004134744207269873,0.00031574164083559577,0.00031574164083559577,0.7408969542640853,0.9999797644057931,0.5,2.932484491404522e-08,NA,4.1480039227991554e-09,1.152223302670868e-12,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,6.28841860006314e-05,0.00017373261561643888,0.00022440918977896428,3.2017398465395232e-06,0.0,0.0,0.00031574164083559577,1251.9403135622997,229582.9602915827,0.0,1012124.1622363981,0.0,1055324.1622363983,0.0,0.0,0.00012734494824240261,3.5981771730623805e-13,9.174676705975003e-16,1.4050374667491035e-09,0.0,Normal_root_after_emergence,1.2409472544031348e-09,1.0206823934513926e-14,-0.002224388839533234,0.0,0.002206164976813861,-0.101,-0.10342573704168329
6,0.0,0.0,0.0,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11893016164860921,<,0.0,NA,NA,0.0,0.1187910298575441,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
7,2.975906230199177e-06,8.266406128866466e-10,0.0,0.0,909618.8698961781,0.0,2213590.6919109276,0.0,2588400.0207072226,0.0,0.0,False,54.71828247736544,5.0,Ax00001-Se00001-Ax00003-Ap00000,4.3408653095738624e-05,9.903778035344534e-07,2.332953528315536e-05,8.28130622422701e-07,0.00017706309512299686,3.250975466287668e-11,9.030487334110735e-15,3.25304322635424e-11,9.036231112027485e-15,5.827374346997575e-07,NA,1.9152882412532616e-05,2.0219795614869682e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4328844160123882e-13,3.980234457081425e-17,0.0,0.0,0.000965433606522494,0.000965433606522494,+,0.0,129600,1.5322305930026094e-05,1.9152882412532617e-06,0.0009624577002922949,NA,1.0365712995199975e-05,5184000.0,NA,9.959311385352493e-10,2.766475362688334e-13,0.0,4.099156476556797e-11,1.138654567712096e-14,3.909042923509567e-11,1.0858452478436735e-14,1.1345785399058801e-08,NA,1.393070240036433e-11,3.869639524699642e-15,1.4148978893159954e-11,3.9302718833244795e-15,9.959311385352604e-10,1.100568691621594e-09,3.0571352300473457e-13,1.0298906140796774e-13,2.8608072384459796e-17,1.909384450281759e-06,0.0009624577002922949,0.0,0.0,0.00031574164083559577,4.220105255225542e-05,Apex,NA,Impossible,0.000965433606522494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420382.971698341,"[7, 1]","[9.959311385352604e-10, 0.0]","[4.220105255225542e-05, 5.387831400906495e-05]",0.0,0.0,0.0,6.023100501465255e-12,1.67308345924457e-15,2.9425814281074088e-12,8.173837234907661e-16,5.27122522971274e-08,4.085897853480434e-11,7.319317537169285e-07,0.0016692791052569423,-6.063235862483709e-17,1.3673814407138133e-06,1.5285676150236729e-13,2.384812366766894e-05,0.00031574164083559577,2e-05,7.321488451053345e-08,1.8718545424792417e-12,5.19959590973446e-16,3.161813626056911e-16,8.78281555767334e-20,1.2257844744020876e-06,1.2470117275463752e-07,0.0009963596360277522,0.00031574164083559577,0.00031574164083559577,0.15606468120842792,0.7654390795687867,0.5,1.1951173662422988e-09,NA,2.3250848004774314e-10,6.458568838546537e-14,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,1.5322305930026094e-05,4.233153763764991e-05,9.607936656132036e-05,1.30485085394489e-07,0.0,0.0,0.00031574164083559577,1111.9406883216434,391045.1829574096,0.0,925724.1622363981,0.0,1055324.1622363983,0.0,0.0,2.3921338552179472e-05,1.1378412069410181e-14,2.8695900540036526e-17,7.633199222645414e-11,0.0,Normal_root_after_emergence,3.0236812598321364e-10,1.0206823934513926e-14,0.0007034368788121683,0.0,0.00029647089210591633,-0.101,-0.10159105297248074
8,0.0,0.0,0.0,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,0.0,False,0.0,104.98358746701528,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11893016164860921,<,0.0,NA,NA,0.0,0.1187910298575441,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
9,1.809368232465647e-06,5.026022827751948e-10,0.0,0.0,966321.3714333572,0.0,2213590.6919109276,0.0,2588400.0207072226,0.0,0.0,False,38.63803904331546,5.0,Ax00001-Se00001-Ax00004-Ap00000,3.8187190973103385e-05,8.790643774091213e-07,1.945807088678049e-05,6.84654431641336e-07,0.00017706309512299686,2.6733164276399434e-11,7.425878906259479e-15,2.6737989380950556e-11,7.427219213068513e-15,6.570588124408907e-07,NA,1.5337352014728743e-05,2.0902712250396575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95226044711286e-14,2.4867389931929938e-17,0.0,0.0,0.0007037687815688047,0.0007037687815688047,+,0.0,129600,1.2269881611782994e-05,1.5337352014728743e-06,0.000701959413336339,NA,8.028117200388246e-06,5184000.0,NA,7.307256365916487e-10,2.0297934187384548e-13,0.0,2.5750258095559868e-11,7.152849413766058e-15,2.472859629904748e-11,6.869054472560754e-15,1.1774488932711721e-08,NA,1.0887999388591465e-11,3.0244442504131863e-15,1.1079279586319426e-11,3.0775776382458864e-15,7.30725636591667e-10,8.071470726535969e-10,2.2420751838789456e-13,6.464078919608703e-14,1.7955774633044648e-17,1.5297920147001202e-06,0.000701959413336339,0.0,0.0,0.00034684905767532555,3.7142484311658206e-05,Apex,NA,Impossible,0.0007037687815688047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4855886.807454558,"[9, 1]","[7.30725636591667e-10, 0.0]","[3.7142484311658206e-05, 5.387831400906495e-05]",0.0,0.0,0.0,5.1804432583478404e-12,1.4390120046956377e-15,2.559864337078321e-12,7.110734212776129e-16,6.290605465378767e-08,2.5643668590269994e-11,6.301669953745627e-07,0.0011909587163457644,-5.3133387832700035e-17,1.3501318624692412e-06,1.1210375919394728e-13,1.809141687280338e-05,0.00034684905767532555,2e-05,3.830982035090112e-08,9.798499617385549e-13,2.7218054274993206e-16,1.3688131995704956e-16,3.8022588572777505e-20,9.815905289426395e-07,1.1420623558247292e-07,0.0007311145232182612,0.00034684905767532555,0.00034684905767532555,0.11733132904007831,0.6652666637348684,0.5,8.768707639099783e-10,NA,1.7275540505143681e-10,4.798761213038711e-14,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,1.2269881611782994e-05,3.7238222654803935e-05,9.102079832072315e-05,9.573834314572835e-08,0.0,0.0,0.00034684905767532555,1111.9406883216434,414953.4914103472,0.0,925724.1622363981,0.0,1055324.1622363983,0.0,0.0,1.8129726693154282e-05,7.141235015310686e-15,1.7993797221617425e-17,5.494152230829887e-11,0.0,Normal_root_after_emergence,2.6598730467717097e-10,1.0206823934513926e-14,5.762076669692322e-05,0.0,-0.00041685809917061333,-0.101,-0.10156409189881893
10,0.0,0.0,0.0,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,2588400.0207072226,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11893016164860921,<,0.0,NA,NA,0.0,0.1187910298575441,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,1055324.1622363983,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
