node_index,actual_elongation,actual_elongation_rate,actual_length_with_hairs,actual_potential_time_since_emergence,actual_time_since_cells_formation,actual_time_since_death,actual_time_since_emergence,actual_time_since_growth_stopped,actual_time_since_primordium_formation,actual_time_since_root_hairs_emergence_started,actual_time_since_root_hairs_emergence_stopped,all_root_hairs_formed,angle_down,angle_roll,axis_ID,biomass,C_hexose_reserve,C_hexose_root,C_hexose_soil,C_sucrose_root,cells_degradation,cells_degradation_rate,cells_release,cells_release_rate,cells_release_rate_per_day_per_cm,color,cortical_parenchyma_surface,Cs_cells_soil,Cs_mucilage_soil,dead_root_hairs_number,Deficit_cells_soil,Deficit_cells_soil_rate,Deficit_hexose_reserve,Deficit_hexose_reserve_rate,Deficit_hexose_root,Deficit_hexose_root_rate,Deficit_hexose_soil,Deficit_hexose_soil_rate,Deficit_mucilage_soil,Deficit_mucilage_soil_rate,Deficit_sucrose_root,Deficit_sucrose_root_rate,dist_to_ramif,distance_from_tip,edge_type,emergence_cost,emergence_delay_in_thermal_time,epidermis_surface_without_hairs,external_surface,former_distance_from_tip,global_sucrose_deficit,growing_zone_C_hexose_root,growth_duration,hexose_available_for_thickening,hexose_consumption_by_growth,hexose_consumption_by_growth_rate,hexose_consumption_rate_by_fungus,hexose_degradation,hexose_degradation_rate,hexose_exudation,hexose_exudation_rate,hexose_growth_demand,hexose_growth_demand_rate,hexose_immobilization_as_reserve,hexose_immobilization_as_reserve_rate,hexose_mobilization_from_reserve,hexose_mobilization_from_reserve_rate,hexose_possibly_required_for_elongation,hexose_production_from_phloem,hexose_production_from_phloem_rate,hexose_uptake_from_soil,hexose_uptake_from_soil_rate,initial_external_surface,initial_length,initial_living_root_hairs_external_surface,initial_living_root_hairs_struct_mass,initial_radius,initial_struct_mass,label,lateral_primordium_index,lateral_root_emergence_possibility,length,length_0.0-0.05_m,length_0.05-0.1_m,length_0.1-0.15_m,length_0.15-0.2_m,length_0.2-0.25_m,length_0.25-0.3_m,length_0.3-0.35_m,length_0.35-0.4_m,length_0.4-0.45_m,length_0.45-0.5_m,life_duration,list_of_elongation_supporting_elements,list_of_elongation_supporting_elements_hexose,list_of_elongation_supporting_elements_mass,living_root_hairs_external_surface,living_root_hairs_number,living_root_hairs_struct_mass,mucilage_degradation,mucilage_degradation_rate,mucilage_secretion,mucilage_secretion_rate,mucilage_secretion_rate_per_day_per_cm,net_hexose_exudation,net_hexose_exudation_rate_per_day_per_cm,net_hexose_exudation_rate_per_day_per_gram,net_hexose_immobilization_rate,net_rhizodeposition_rate_per_day_per_cm,net_sucrose_unloading_rate,non_vascular_exchange_surface_with_soil_solution,original_radius,permeability_coeff,phloem_exchange_surface_with_soil_solution,phloem_hexose_exudation,phloem_hexose_exudation_rate,phloem_hexose_uptake_from_soil,phloem_hexose_uptake_from_soil_rate,phloem_surface,phloem_surfacic_unloading_rate,potential_length,potential_radius,radius,relative_conductance_endodermis,relative_conductance_exodermis,relative_conductance_walls,resp_growth,resp_growth_rate,resp_maintenance,resp_maintenance_rate,root_hair_length,root_hair_radius,root_hairs_external_surface,root_hairs_lifespan,root_hairs_struct_mass,root_hairs_struct_mass_produced,root_hairs_volume,root_order,specific_net_exudation,stelar_parenchyma_surface,struct_mass,struct_mass_contributing_to_elongation,struct_mass_produced,sucrose_loading_in_phloem,sucrose_loading_in_phloem_rate,theoretical_radius,thermal_potential_time_since_emergence,thermal_time_since_cells_formation,thermal_time_since_death,thermal_time_since_emergence,thermal_time_since_growth_stopped,thermal_time_since_primordium_formation,thermal_time_since_root_hairs_emergence_started,thermal_time_since_root_hairs_emergence_stopped,total_exchange_surface_with_soil_solution,total_exudation_rate,total_hexose_uptake_from_soil_rate,total_net_rhizodeposition,total_root_hairs_number,type,volume,x1,x2,y1,y2,z1,z2
1,0.0,0.0,0.001,NA,5173200.04138578,0.0,5173200.04138578,0.0,5173200.04138578,4992718.017705166,4975216.865889307,True,0.0,0.0,Ax00001-Se00001,5.4019331378210393e-05,5.720237492016161e-07,3.5749524557744687e-05,1.711423968471833e-07,0.00021920966412827556,0.0,0.0,0.0,0.0,0.0,NA,2.1991148575128552e-05,0.0,0.0,131.25,1.4825312499710298e-197,4.1181423280855e-201,0.0,0.0,0.0,0.0,0.0,0.0,8.7143373081239e-15,2.420649232891445e-18,0.0,0.0,0.0,0.21124741764237845,NA,0.0,NA,1.7592918860102843e-05,2.1991148575128554e-06,0.21090477200184768,NA,NA,5184000.0,1.2809105334307318e-09,6.030184433708199e-08,1.6750512181852005e-11,0.0,0.0,0.0,3.387877683036179e-11,9.410771266480994e-15,0.0,0.0,2.523044708764559e-11,7.008457468278339e-15,5.231995925850118e-12,1.4533321899983754e-15,0.0,6.107879240958301e-08,1.6966331089153522e-11,0.0,0.0,2.1991148575128554e-06,0.001,0.0,0.0,0.00035,5.387831400906495e-05,Segment,NA,Impossible,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,2.0949571784992016e-14,5.819325449276512e-18,3.623102713798838e-10,3.387877683038646e-11,5.859131133281309e-07,0.0010874748479129319,5.555125278279963e-15,5.862754235995108e-07,8.483165544576761e-12,1.979203371858164e-05,0.00035,2e-05,7.793524634661374e-19,2.4676228190784615e-23,6.854507775937443e-27,0.0,0.0,1.4074335088082275e-06,6.027400578063579e-06,0.001,0.00035,0.00035,5.537401648325613e-12,0.10000000003949423,1.0,7.236221320449839e-08,0.0,4.670179114253329e-10,1.2972719658033048e-13,0.0005680011400867296,6e-06,2.810474429060177e-06,165600,1.1803992602052744e-06,1.297725456209021e-08,8.431423287180532e-12,1,0.0,1.7592918860102843e-05,5.387831400906495e-05,NA,0.0,0.0,0.0,0.00035,0.0,2270491.168675942,0.0,2270491.168675942,0.0,2270491.168675942,2214664.7140551065,2207692.3669011593,1.979203371858242e-05,9.410771266487849e-15,0.0,3.3899726402171457e-11,131.25,Base_of_the_root_system,3.8484510006474964e-10,0.0,1.0206823934513926e-14,0.0,0.0,-0.1,-0.101
2,0.0,0.0,0.0,0.0,5173200.04138578,0.0,5173200.04138578,0.0,5173200.04138578,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21024741764237845,<,0.0,NA,NA,0.0,0.20990477200184768,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2270491.168675942,0.0,2270491.168675942,0.0,2270491.168675942,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
3,0.0,0.0,0.0045,0.0,3050488.447821661,0.0,5025383.10502273,0.0,5173200.04138578,2464118.905642506,2136718.901894269,True,54.71828247736544,5.0,Ax00001-Se00001-Ax00001-Se00001,0.00020408537260901743,1.3026048015405874e-06,3.9409468816122115e-05,6.270852229979005e-07,0.00021920966412827556,0.0,0.0,0.0,0.0,0.0,NA,8.927384573533452e-05,0.0,0.0,532.8140189100678,2.213310100717061e-234,6.148083563918279e-238,0.0,0.0,0.0,0.0,0.0,0.0,5.6900129619371e-13,1.5805591434491659e-16,0.0,0.0,0.0045,0.07767153413253858,+,0.0,43200,7.141907658826762e-05,8.927384573533452e-06,0.0775890163070644,NA,0.0001187753056979054,5184000.0,7.629211920580101e-09,0.0,0.0,0.0,2.1370959564201883e-10,5.936377609231725e-14,2.2022711689555954e-10,6.117419864826184e-14,0.0,NA,1.218274601730579e-10,3.384096088845507e-14,1.2021990826725934e-10,3.3394418695972246e-14,0.0,6.929511267150928e-09,1.924864225476344e-12,5.361801993719983e-13,1.48938943078488e-16,8.927384573533452e-06,0.0045,0.0,0.0,0.00031574164083559577,0.0001973122937532486,Segment,NA,Impossible,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420382.971698341,"[3, 1]","[2.9539815955875168e-08, 0.0]","[0.00019482503204678193, 5.387831400906495e-05]",0.0,0.0,0.0,1.1250412084258892e-12,3.125114442848777e-16,3.053323089179956e-13,8.481452957648255e-17,1.1734531202460159e-09,2.1969094250779148e-10,8.443162234914144e-07,0.0019255885852012755,4.465421924828229e-16,8.454896766116603e-07,1.1252264574294418e-13,8.03466890089305e-05,0.00031574164083559577,2e-05,1.8383685074142896e-13,5.8128307478381795e-18,1.6146751948154262e-21,1.2268044955966227e-21,3.4077902382838527e-25,5.71352612706141e-06,1.6844801114669474e-07,0.0045,0.00031574164083559577,0.00031574164083559577,3.217498756669102e-07,0.10000229482721082,1.0,0.0,NA,2.650790806761127e-09,7.363307737652225e-13,0.001,6e-06,2.0086615290450267e-05,165600,8.436378421989113e-06,0.0,6.02598458713508e-11,1,0.0,7.141907658826762e-05,0.0001973122937532486,0.00024870334605584687,0.0,3.0596741056602126e-09,8.499094669952279e-13,0.00031574164083559577,1251.9403135622997,1416609.0460139757,0.0,2227291.1686759414,0.0,2270491.168675942,1160604.3105838548,1042991.0708071933,8.034668919276734e-05,6.117420026293704e-14,1.48938943419267e-16,2.1999627481670946e-10,532.8140189100678,Normal_root_after_emergence,1.4093735268089186e-09,1.0206823934513926e-14,-0.0013548666210157004,0.0,-0.0032900592032730036,-0.101,-0.1037549676728028
4,0.0,0.0,0.0,0.0,5173200.04138578,0.0,5173200.04138578,0.0,5173200.04138578,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21024741764237845,<,0.0,NA,NA,0.0,0.20990477200184768,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2270491.168675942,0.0,2270491.168675942,0.0,2270491.168675942,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
5,0.0,0.0,0.0045,0.0,3050488.447821661,0.0,5025383.10502273,0.0,5173200.04138578,2464118.905642506,2137561.651722613,True,54.71828247736544,5.0,Ax00001-Se00001-Ax00002-Se00001,0.0002040853729731846,1.3026051505979452e-06,3.940949037342416e-05,6.270855822561222e-07,0.00021920966412827556,0.0,0.0,0.0,0.0,0.0,NA,8.927384573533452e-05,0.0,0.0,532.8140189100678,1.5611812065942355e-234,4.3366144280688505e-238,0.0,0.0,0.0,0.0,0.0,0.0,1.1120259989809031e-13,3.088961083568598e-17,0.0,0.0,0.0045,0.0779795386103204,+,0.0,43200,7.141907658826762e-05,8.927384573533452e-06,0.0778947091963746,NA,0.0001187753056979054,5184000.0,7.62921599667674e-09,0.0,0.0,0.0,2.13709700458791e-10,5.936380520808707e-14,2.2022723469651044e-10,6.117423137074795e-14,0.0,NA,1.2182749326975216e-10,3.3840970081981177e-14,1.202199382485873e-10,3.3394427024118837e-14,0.0,6.929510910248015e-09,1.924864126336647e-12,5.361804632871184e-13,1.48939016388243e-16,8.927384573533452e-06,0.0045,0.0,0.0,0.00031574164083559577,0.0001973122937532486,Segment,NA,Impossible,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420382.971698341,"[5, 1]","[2.9539815955875168e-08, 0.0]","[0.00019482503204678193, 5.387831400906495e-05]",0.0,0.0,0.0,0.0,0.0,3.0409574020862604e-13,8.447103827107227e-17,1.1687007394201858e-09,2.1969106004482725e-10,8.443166752097471e-07,0.0019255896154120435,4.465430578623398e-16,8.454853759491671e-07,1.125225441774307e-13,8.03466890089305e-05,0.00031574164083559577,2e-05,1.8383685074142896e-13,5.812830743936257e-18,1.6146751937315589e-21,1.2268050994463288e-21,3.4077919156441336e-25,5.71352612706141e-06,1.6844800247081798e-07,0.0045,0.00031574164083559577,0.00031574164083559577,3.217498756669102e-07,0.10000229482721082,1.0,0.0,NA,2.6507920500843157e-09,7.363311191327722e-13,0.001,6e-06,2.0086615290450267e-05,165600,8.436378421989113e-06,0.0,6.02598458713508e-11,1,0.0,7.141907658826762e-05,0.0001973122937532486,0.00024870334605584687,0.0,3.059674292844608e-09,8.499095189908928e-13,0.00031574164083559577,1251.9403135622997,1416609.0460139757,0.0,2227291.1686759414,0.0,2270491.168675942,1160604.3105838548,1043301.2974205461,8.034668919276734e-05,6.117423298542315e-14,1.489390167290222e-16,2.1999515578503588e-10,532.8140189100678,Normal_root_after_emergence,1.4093735268089186e-09,1.0206823934513926e-14,-0.002526291695835958,0.0,0.0025055944183461445,-0.101,-0.10375496767281422
6,0.0,0.0,0.0,0.0,5173200.04138578,0.0,5173200.04138578,0.0,5173200.04138578,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21024741764237845,<,0.0,NA,NA,0.0,0.20990477200184768,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2270491.168675942,0.0,2270491.168675942,0.0,2270491.168675942,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
7,0.0,0.0,0.0045,0.0,1863170.0065159223,0.0,4798390.712589485,0.0,5173200.04138578,977065.0291539179,857403.532198395,True,54.71828247736544,5.0,Ax00001-Se00001-Ax00003-Se00001,0.00020408520323160804,1.3024206908478458e-06,3.939955171989194e-05,6.270857327525172e-07,0.00021920966412827556,0.0,0.0,0.0,0.0,0.0,NA,8.927384573533452e-05,0.0,3.2964592878272244e-08,532.8140189100678,5.093378309777911e-42,1.4148272969530237e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.050358733689947595,+,0.0,129600,7.141907658826762e-05,8.927384573533452e-06,0.05029644089547624,NA,0.00011799435013194482,5184000.0,7.627236752876775e-09,0.0,0.0,0.0,2.139205190446765e-10,5.942236592592011e-14,2.2049096235949079e-10,6.124748905432309e-14,0.0,NA,1.2181142035254214e-10,3.3836505382791885e-14,1.202029069155022e-10,3.338969609829971e-14,0.0,6.929684212781756e-09,1.9249122659289676e-12,5.367084961639613e-13,1.4908569218619262e-16,8.927384573533452e-06,0.0045,0.0,0.0,0.00031574164083559577,0.0001973122937532486,Segment,NA,Impossible,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4420382.971698341,"[7, 1]","[2.9370807868131205e-08, 0.0]","[0.0001950387556242513, 5.387831400906495e-05]",0.0,0.0,0.0,2.3568275495141044e-13,6.54674314072079e-17,4.774640788625714e-13,1.3262890973412744e-16,1.8349899332047146e-09,2.1995727618851752e-10,8.453397970849924e-07,0.001927922996850689,4.468092844921724e-16,8.471747870181972e-07,1.1257186747090035e-13,8.046351493063057e-05,0.00031574164083559577,2e-05,9.560430145809666e-11,3.0229628914069204e-15,8.39711907562005e-19,6.377007132564119e-19,1.7713908559855732e-22,5.71352612706141e-06,1.6845221524514072e-07,0.0045,0.00031574164083559577,0.00031574164083559577,0.00016538014941531288,0.10117887238311923,1.0,0.0,NA,2.6501883064232256e-09,7.361634125615887e-13,0.001,6e-06,2.0086615290450267e-05,165600,8.436378421989113e-06,0.0,6.02598458713508e-11,1,0.0,7.141907658826762e-05,0.0001973122937532486,0.00024891706963331623,0.0,3.059583380253567e-09,8.498842654935834e-13,0.00031574164083559577,1111.9406883216434,930721.1236486397,0.0,2140891.1686759414,0.0,2270491.168675942,563859.1987178297,503139.9320608356,8.046361053493202e-05,6.124832876623065e-14,1.4908586932527822e-16,2.204347402673801e-10,532.8140189100678,Normal_root_after_emergence,1.4093735268089186e-09,1.0206823934513926e-14,0.003278802325952517,0.0,0.0013818858235960312,-0.101,-0.10375496767275764
8,0.0,0.0,0.0,0.0,5173200.04138578,0.0,5173200.04138578,0.0,5173200.04138578,0.0,0.0,False,0.0,104.98358746701528,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21024741764237845,<,0.0,NA,NA,0.0,0.20990477200184768,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2270491.168675942,0.0,2270491.168675942,0.0,2270491.168675942,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
9,0.0,0.0,0.0045,0.0,1474304.5527778065,0.0,4798390.712589485,0.0,5173200.04138578,723194.353857201,626753.6940972103,True,38.63803904331546,5.0,Ax00001-Se00001-Ax00004-Se00001,0.000246265766030163,1.2852928178630644e-06,3.8388734762887576e-05,6.053331628154823e-07,0.00021920966412827556,0.0,0.0,0.0,0.0,0.0,NA,9.806926063476106e-05,0.0,1.0338011829253381e-08,585.3077848271118,8.382942621888972e-43,2.3285951541181756e-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.04648164280218459,+,0.0,129600,7.845540850780885e-05,9.806926063476106e-06,0.04620937598480237,NA,0.0001707702681489158,5184000.0,8.974160825292682e-09,0.0,0.0,0.0,2.337704304443314e-10,6.493623015949111e-14,2.387259332846489e-10,6.631275871523373e-14,0.0,NA,1.4510463994035783e-10,4.0306844105422426e-14,1.432207413163064e-10,3.9783538936261246e-14,0.0,7.630741992199511e-09,2.119650536431549e-12,5.864766912429934e-13,1.6291019070866112e-16,9.806926063476106e-06,0.0045,0.0,0.0,0.00034684905767532555,0.0002381066144665794,Segment,NA,Impossible,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4855886.807454558,"[9, 1]","[4.894241507201661e-08, 0.0]","[0.00023271967288018464, 5.387831400906495e-05]",0.0,0.0,0.0,0.0,0.0,6.15119618280661e-13,1.7086655926658449e-16,2.3640276980640155e-09,2.3817051498416806e-10,9.153369158644595e-07,0.0017299041148511277,5.233051691611793e-16,9.177009435625235e-07,1.2894150190647048e-13,8.936349992467607e-05,0.00034684905767532555,2e-05,9.824358093542186e-10,3.106483831294642e-14,8.629121684563254e-18,6.447550770889114e-18,1.7909863109190857e-21,6.276432680624708e-06,1.688579041861543e-07,0.0045,0.00034684905767532555,0.00034684905767532555,0.001421803177223353,0.11009100301051504,1.0,0.0,NA,3.1277370213834908e-09,8.688158323226653e-13,0.001,6e-06,2.206558364282124e-05,165600,9.267545129984923e-06,0.0,6.619675092846373e-11,1,0.0,7.845540850780885e-05,0.0002381066144665794,0.0002865979868892496,0.0,3.3511815855229464e-09,9.30883766309304e-13,0.00034684905767532555,1111.9406883216434,763209.1885017366,0.0,2140891.1686759414,0.0,2270491.168675942,430685.4707159071,376271.6418303911,8.936448236048542e-05,6.63213878369183e-14,1.6291198169497204e-16,2.3878563460244873e-10,585.3077848271118,Normal_root_after_emergence,1.7007615319041386e-09,1.0206823934513926e-14,0.00036843556703297295,0.0,-0.002665451346230771,-0.101,-0.10460688568627136
10,0.0,0.0,0.0,0.0,5173200.04138578,0.0,5173200.04138578,0.0,5173200.04138578,0.0,0.0,False,0.0,472.3821654593835,Ax00001-Se00001,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21024741764237845,<,0.0,NA,NA,0.0,0.20990477200184768,NA,NA,365283.4752,0.0,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,0.0,0.00035,0.0,Segment,NA,Impossible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900000.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,NA,NA,0.0,NA,0.0,NA,NA,NA,0.0,0.00035,0.00035,NA,NA,NA,0.0,NA,0.0,NA,0.0,6e-06,0.0,165600,0.0,0.0,0.0,1,0.0,NA,0.0,NA,0.0,0.0,NA,0.00035,0.0,2270491.168675942,0.0,2270491.168675942,0.0,2270491.168675942,0.0,0.0,NA,NA,NA,0.0,0.0,Support_for_seminal_root,0.0,1.0206823934513926e-14,1.0206823934513926e-14,0.0,0.0,-0.101,-0.101
