node_index,label,type,length,x1,x2,y1,y2,z1,z2,angle_down,angle_roll
38,Segment,Normal_root_after_emergence,0.005,0.0014402527565215233,0.00158291573458015,-0.005988717781172747,-0.00582479578525561,-0.05546599347772131,-0.06046126893098172,8.340341476650204,127.99883212544822
39,Apex,Normal_root_before_emergence,0.0,0.00158291573458015,0.00158291573458015,-0.00582479578525561,-0.00582479578525561,-0.06046126893098172,-0.06046126893098172,38.38556911968076,11.354449134729089
40,Segment,Normal_root_after_emergence,0.005,-0.014737253331745723,-0.017686883205326135,-0.011525987154343881,-0.013282900289250546,-0.017271736662419976,-0.02090669743872478,-5.1345225589954335,140.24840286353867
41,Apex,Normal_root_before_emergence,0.0,-0.017686883205326135,-0.017686883205326135,-0.013282900289250546,-0.013282900289250546,-0.02090669743872478,-0.02090669743872478,40.7311962977654,16.551451219419427
42,Segment,Normal_root_after_emergence,0.005,0.002005921112362946,0.0028336800119638465,0.00815005822547596,0.011773409577616682,-0.006427542030015239,-0.00977211078892445,-5.669191671545159,1.9215959669982388
43,Segment,Normal_root_after_emergence,0.005,0.00158291573458015,0.00171553271210983,-0.00582479578525561,-0.005660531058764003,-0.06046126893098172,-0.06545680992639968,-0.10881026101644387,3.999416062724108
44,Segment,Normal_root_after_emergence,0.005,0.00171553271210983,0.0016675513681920291,-0.005660531058764003,-0.004855525070430425,-0.06545680992639968,-0.07039134771117578,-8.144056889688448,132.94914628060292
45,Apex,Normal_root_before_emergence,0.0,0.0016675513681920291,0.0016675513681920291,-0.004855525070430425,-0.004855525070430425,-0.07039134771117578,-0.07039134771117578,49.943323355540734,7.88367301373874
46,Segment,Normal_root_after_emergence,0.005,-0.017686883205326135,-0.02059969886373242,-0.013282900289250546,-0.01500278636884023,-0.02090669743872478,-0.02458874806485376,0.7372488563071145,130.20967426799425
47,Apex,Normal_root_before_emergence,0.0,-0.02059969886373242,-0.02059969886373242,-0.01500278636884023,-0.01500278636884023,-0.02458874806485376,-0.02458874806485376,48.22319215579223,4.372904819030405
48,Segment,Normal_root_after_emergence,0.005,0.0028336800119638465,0.003552150894558478,0.011773409577616682,0.01512083915064158,-0.00977211078892445,-0.013416080443641957,-3.3115270321692023,7.014336800096864
49,Segment,Normal_root_after_emergence,0.005,0.0016675513681920291,0.001822507313623998,-0.004855525070430425,-0.004196323996982808,-0.07039134771117578,-0.07534527974540281,-2.7395075697516598,106.00728417503868
50,Apex,Normal_root_before_emergence,0.0,0.001822507313623998,0.001822507313623998,-0.004196323996982808,-0.004196323996982808,-0.07534527974540281,-0.07534527974540281,38.13604913996452,4.081679710225997
51,Segment,Normal_root_after_emergence,0.005,-0.02059969886373242,-0.023353869261138343,-0.01500278636884023,-0.01637478476824685,-0.02458874806485376,-0.028529834947184387,4.201719711411291,108.26386600523885
52,Apex,Normal_root_before_emergence,0.0,-0.023353869261138343,-0.023353869261138343,-0.01637478476824685,-0.01637478476824685,-0.028529834947184387,-0.028529834947184387,38.147856741788424,4.951214807981913
53,Segment,Normal_root_after_emergence,0.005,0.003552150894558478,0.004009718899515172,0.01512083915064158,0.018007112205925595,-0.013416080443641957,-0.017473180315617187,-6.4928552416727205,-0.46269427557886106
54,Segment,Normal_root_after_emergence,0.005,0.0017504643113208738,0.003459437903274657,-0.0039057799807669046,-0.007714257022010829,-0.0035847161230332714,-0.00633697190480983,-0.2598212475276609,112.12913195729348
55,Apex,Normal_root_before_emergence,0.0,0.003459437903274657,0.003459437903274657,-0.007714257022010829,-0.007714257022010829,-0.00633697190480983,-0.00633697190480983,48.681894837648045,8.601216612395756
56,Segment,Normal_root_after_emergence,0.005,0.001822507313623998,0.002370217073950843,-0.004196323996982808,-0.0031640381025583213,-0.07534527974540281,-0.08020680212533844,6.979402219897111,144.81557473946344
57,Apex,Normal_root_before_emergence,0.0,0.002370217073950843,0.002370217073950843,-0.0031640381025583213,-0.0031640381025583213,-0.08020680212533844,-0.08020680212533844,37.29949633152693,0.9983746133099984
58,Segment,Normal_root_after_emergence,0.005,-0.023353869261138343,-0.025998662823934336,-0.01637478476824685,-0.01773469952043258,-0.028529834947184387,-0.03254925018786064,0.4861083059605748,119.0433144545893
59,Apex,Normal_root_before_emergence,0.0,-0.025998662823934336,-0.025998662823934336,-0.01773469952043258,-0.01773469952043258,-0.03254925018786064,-0.03254925018786064,39.5336304358694,2.1172593568376614
60,Segment,Normal_root_after_emergence,0.005,0.002370217073950843,0.002857864517319072,-0.0031640381025583213,-0.002395218875071446,-0.08020680212533844,-0.08512321514362961,2.644769661794996,121.36806402126304
61,Apex,Normal_root_before_emergence,0.0,0.002857864517319072,0.002857864517319072,-0.002395218875071446,-0.002395218875071446,-0.08512321514362961,-0.08512321514362961,34.4118110838185,8.946268945933404
62,Segment,Normal_root_after_emergence,0.005,0.004009718899515172,0.004340187014598997,0.018007112205925595,0.020618438317975073,-0.017473180315617187,-0.02172427038305183,-3.0446052309162184,124.77156795301016
63,Apex,Normal_root_before_emergence,0.0,0.004340187014598997,0.004340187014598997,0.020618438317975073,0.020618438317975073,-0.02172427038305183,-0.02172427038305183,56.452202391457334,5.296498558929679
64,Segment,Normal_root_after_emergence,0.005,0.003459437903274657,0.004682082967965793,-0.007714257022010829,-0.01147830885094978,-0.00633697190480983,-0.009392631060351844,5.622950303473919,-3.9354340213532595
65,Segment,Normal_root_after_emergence,0.005,0.002857864517319072,0.0035978555699656143,-0.002395218875071446,-0.0019042989385155075,-0.08512321514362961,-0.09004372435080471,-4.41389574640176,101.40034086892598
66,Apex,Normal_root_before_emergence,0.0,0.0035978555699656143,0.0035978555699656143,-0.0019042989385155075,-0.0019042989385155075,-0.09004372435080471,-0.09004372435080471,31.351932901485682,8.003159081504098
67,Segment,Normal_root_after_emergence,0.005,-0.025998662823934336,-0.028866292235170322,-0.01773469952043258,-0.019155550476642604,-0.03254925018786064,-0.03639084934967482,4.743959880646482,115.06582903150313
68,Apex,Normal_root_before_emergence,0.0,-0.028866292235170322,-0.028866292235170322,-0.019155550476642604,-0.019155550476642604,-0.03639084934967482,-0.03639084934967482,57.17945810732723,7.183853814576548
69,Segment,Normal_root_after_emergence,0.005,0.004340187014598997,0.005052826885685419,0.020618438317975073,0.02248008395174077,-0.02172427038305183,-0.026309727824618486,9.805055148647346,2.3857839765050834
70,Segment,Normal_root_after_emergence,0.005,0.004682082967965793,0.006151257755410187,-0.01147830885094978,-0.015117212430072871,-0.009392631060351844,-0.012491002598076603,-3.4089063952389913,113.93597992637244
71,Apex,Normal_root_before_emergence,0.0,0.006151257755410187,0.006151257755410187,-0.015117212430072871,-0.015117212430072871,-0.012491002598076603,-0.012491002598076603,45.23343021953402,12.541179646457964
72,Segment,Normal_root_after_emergence,0.005,0.0035978555699656143,0.004612627584354927,-0.0019042989385155075,-0.0011978506940148233,-0.09004372435080471,-0.09488842956749789,4.848424186212712,126.63017979574995
73,Apex,Normal_root_before_emergence,0.0,0.004612627584354927,0.004612627584354927,-0.0011978506940148233,-0.0011978506940148233,-0.09488842956749789,-0.09488842956749789,60.29156359409793,2.3452218673373197
74,Segment,Normal_root_after_emergence,0.005,-0.028866292235170322,-0.03165241362726228,-0.019155550476642604,-0.020407953858308858,-0.03639084934967482,-0.040349259808194565,1.5839172869650453,122.75769691314676
75,Apex,Normal_root_before_emergence,0.0,-0.03165241362726228,-0.03165241362726228,-0.020407953858308858,-0.020407953858308858,-0.040349259808194565,-0.040349259808194565,49.586582048887855,10.006323320348338
76,Segment,Normal_root_after_emergence,0.005,0.004612627584354927,0.005561367856130588,-0.0011978506940148233,-0.00010501845959368116,-0.09488842956749789,-0.09967441009442454,-5.15757307680369,96.79587547135941
