Time_step,volume,bulk_density,POC,MAOC,DOC,PON,MAON,DON,microbial_C,microbial_N,dissolved_mineral_N,CO2
32,1.0,1.3,1.7653386629459442,7.925147158550711,0.0547499996425312,0.4082669331472973,0.7925147158550712,0.005474999964253121,0.09278335724310027,3.0694379315719886,0.003735813380813277,2.4619808216177135
33,1.0,1.3,1.7611559415357259,7.922975885356587,0.05474999983840452,0.41805779707678636,0.7922975885356588,0.005474999983840452,0.09269434221206863,3.1309776241485237,0.0037330338378831172,2.5184238310572136
34,1.0,1.3,1.7570305176790721,7.920805207031832,0.05474999992694999,0.4278515258839537,0.7920805207031832,0.005474999992694999,0.09261070114132218,3.1924579661449477,0.003730477677683543,2.5748035742208235
35,1.0,1.3,1.752961606477989,7.918635123413467,0.054749999966977395,0.4376480803238995,0.7918635123413468,0.0054749999966977395,0.09253156042960654,3.253882537682542,0.0037281061950069933,2.6311217097119597
36,1.0,1.3,1.7489484337865095,7.916465634338559,0.054749999985071976,0.44744742168932555,0.791646563433856,0.005474999998507198,0.09245621187810041,3.315254337015623,0.0037258880226357072,2.687379720011758
37,1.0,1.3,1.7449902360634066,7.91429673964422,0.05474999999325172,0.4572495118031704,0.7914296739644221,0.0054749999993251725,0.09238408099179571,3.3765758907062042,0.0037237977152089173,2.7435789433073254
38,1.0,1.3,1.7410862602269217,7.912128439167605,0.054749999996949406,0.46705431301134614,0.7912128439167606,0.005474999999694941,0.09231470136353163,3.437849342673247,0.0037218146159435,2.7997205992449916
39,1.0,1.3,1.7372357635114843,7.909960732745915,0.054749999998620964,0.4768617881755743,0.7909960732745916,0.005474999999862097,0.09224769397203127,3.4990765261770114,0.0037199219450315827,2.8558058097719474
40,1.0,1.3,1.7334380133263956,7.907793620216396,0.0547499999993766,0.4866719006663198,0.7907793620216397,0.00547499999993766,0.09218275045057595,3.56025902201538,0.00371810606387677,2.9118356160072554
41,1.0,1.3,1.7296922871164448,7.905627101416337,0.05474999999971819,0.4964846143558223,0.7905627101416337,0.005474999999971819,0.09211961956439749,3.6213982055781244,0.003716355879983064,2.967810991903102
42,1.0,1.3,1.7259978722244387,7.903461176183072,0.05474999999987261,0.506299893611222,0.7903461176183072,0.005474999999987261,0.09205809628122688,3.6824952848964485,0.0037146623649868924,3.023732855311389
43,1.0,1.3,1.7223540657556107,7.901295844353981,0.054749999999942414,0.5161177032877806,0.790129584435398,0.005474999999994241,0.09199801293759863,3.7435513314146847,0.003713018164036573,3.0796020769528667
44,1.0,1.3,1.71876017444389,7.899131105766487,0.05474999999997397,0.5259380087221945,0.7899131105766486,0.005474999999997397,0.09193923209895002,3.8045673048795985,0.0037114172790908575,3.1354194876906987
45,1.0,1.3,1.7152155145200012,7.896966960258058,0.05474999999998823,0.5357607757260001,0.7896966960258057,0.005474999999998823,0.09188164078866501,3.865544073475049,0.0037098548121142754,3.1911858844332874
46,1.0,1.3,1.711719411581371,7.894803407666206,0.05474999999999468,0.5455859705790687,0.7894803407666205,0.005474999999999468,0.09182514582352208,3.9264824301134618,0.0037083267568428125,3.2469020349289055
47,1.0,1.3,1.7082712004638179,7.892640447828489,0.05474999999999759,0.555413560023191,0.7892640447828488,0.00547499999999976,0.09176967004336056,3.9873831056207805,0.0037068298299486376,3.302568681664334
48,1.0,1.3,1.7048702251149985,7.8904780805825085,0.05474999999999891,0.56524351125575,0.7890478080582508,0.005474999999999891,0.09171514926347434,4.048246779410318,0.003705361334167335,3.3581865450390187
49,1.0,1.3,1.7015158384695876,7.888316305765911,0.05474999999999951,0.5750757919234795,0.788831630576591,0.00547499999999995,0.09166152981113189,4.1090740881267545,0.003703919047353278,3.4137563259533694
50,1.0,1.3,1.6982074023261686,7.886155123216386,0.05474999999999978,0.5849103701163085,0.7886155123216385,0.005474999999999978,0.091608766534203,4.169865632649263,0.0037025011325651116,3.469278707923242
51,1.0,1.3,1.6949442872258103,7.883994532771669,0.054749999999999896,0.5947472143612906,0.7883994532771669,0.00547499999999999,0.09155682119135532,4.230621983768179,0.0037011060652055515,3.524754358811165
52,1.0,1.3,1.691725872332306,7.881834534269539,0.05474999999999995,0.6045862936166154,0.788183453426954,0.0054749999999999955,0.09150566115064791,4.2913436867893076,0.003699732573988614,3.5801839322475058
53,1.0,1.3,1.6885515453140554,7.879675127547822,0.05474999999999998,0.6144275772657029,0.7879675127547822,0.005474999999999997,0.09145525833738141,4.352031265271301,0.0036983795931158246,3.635568068800741
54,1.0,1.3,1.6854207022275616,7.877516312444384,0.05474999999999999,0.6242710351113782,0.7877516312444384,0.005474999999999999,0.0914055883834068,4.4126852240621055,0.003697046223537114,3.690907396944647
55,1.0,1.3,1.6823327474025265,7.875358088797139,0.05475,0.6341166373701264,0.7875358088797139,0.005475,0.09135662993926122,4.4733060517686685,0.00369573170157347,3.746202533861073
56,1.0,1.3,1.6792870933285193,7.873200456444044,0.05475,0.643964354666426,0.7873200456444044,0.005475000000000001,0.09130836411790814,4.533894222768376,0.0036944353735042673,3.8014540861095285
57,1.0,1.3,1.6762831605431971,7.871043415223101,0.05475,0.6538141580271599,0.78710434152231,0.005475000000000001,0.09126077404484709,4.594450198849881,0.0036931566749866503,3.8566626501888552
58,1.0,1.3,1.6733203775220575,7.868886964972354,0.05475,0.6636660188761029,0.7868886964972354,0.005475000000000001,0.0912138444941973,4.654974430554181,0.0036918951143889815,3.911828813011391
59,1.0,1.3,1.6703981805697006,7.8667311055298965,0.05475,0.673519909028485,0.7866731105529895,0.005475000000000001,0.09116756159427165,4.71546735827323,0.0036906502592943926,3.966953152306132
60,1.0,1.3,1.6675160137125813,7.864575836733861,0.05475,0.6833758006856291,0.7864575836733859,0.005475000000000001,0.0911219125893179,4.775929413152366,0.0036894217255716826,4.02203623696424
61,1.0,1.3,1.664673328593231,7.8624211584224275,0.05475,0.6932336664296616,0.7862421158422426,0.005475000000000001,0.0910768856466595,4.836361017833985,0.0036882091685252003,4.077078627337683
62,1.0,1.3,1.6618695843659264,7.860267070433818,0.05475,0.7030934792182963,0.7860267070433817,0.005475000000000001,0.09103246970053337,4.896762587072704,0.003687012275728163,4.132080875499723
63,1.0,1.3,1.6591042475937903,7.858113572606302,0.05475,0.7129552123796895,0.7858113572606301,0.005475000000000001,0.09098865432559075,4.957134528246468,0.003685830761218995,4.1870435254743175
64,1.0,1.3,1.6563767921473,7.855960664778191,0.05475,0.722818839607365,0.785596066477819,0.005475000000000001,0.0909454296343762,5.017477241783356,0.003684664360801226,4.2419671134401336
65,1.0,1.3,1.6536866991041863,7.853808346787841,0.05475,0.7326843349552093,0.785380834678784,0.005475000000000001,0.09090278619419015,5.077791121520076,0.0036835128282367894,4.296852167913784
66,1.0,1.3,1.6510334566507043,7.851656618473653,0.05475,0.7425516728325352,0.7851656618473651,0.005475000000000001,0.09086071495962135,5.138076555005049,0.0036823759321625987,4.351699209916023
67,1.0,1.3,1.6484165599842564,7.849505479674071,0.05475,0.7524208279992128,0.7849505479674069,0.005475000000000001,0.0908192072177478,5.198333923756538,0.003681253453592594,4.406508753123926
68,1.0,1.3,1.6458355112173488,7.847354930227585,0.05475,0.7622917755608675,0.7847354930227584,0.005475000000000001,0.09077825454358032,5.258563603484257,0.0036801451838937263,4.461281304011488
69,1.0,1.3,1.6432898192828647,7.845204969972728,0.05475,0.7721644909641433,0.7845204969972727,0.005475000000000001,0.09073784876378807,5.318765964281282,0.00367905092314556,4.516017361980621
70,1.0,1.3,1.6407789998406337,7.8430555987480775,0.05475,0.7820389499920317,0.7843055598748077,0.005475000000000001,0.09069798192712125,5.37894137079179,0.003677970478810378,4.570717419484169
71,1.0,1.3,1.6383025751852824,7.840906816392256,0.05475,0.7919151287592642,0.7840906816392255,0.005475000000000001,0.09065864628025021,5.439090182359086,0.003676903664654595,4.625381962142213
72,1.0,1.3,1.635860074155347,7.83875862274393,0.05475,0.8017930037077674,0.7838758622743928,0.005475000000000001,0.09061983424798571,5.499212753157525,0.0036758502998735657,4.680011468852739
73,1.0,1.3,1.63345103204363,7.8366110176418085,0.05475,0.8116725516021815,0.7836611017641806,0.005475000000000001,0.09058153841704353,5.559309432311251,0.0036748102083810014,4.73460641189752
74,1.0,1.3,1.6310749905087858,7.834464000924647,0.05475,0.8215537495254394,0.7834464000924644,0.005475000000000001,0.0905437515226771,5.619380564002121,0.003673783218231596,4.789167257043893
75,1.0,1.3,1.6287314974881175,7.832317572431243,0.05475,0.8314365748744059,0.783231757243124,0.005475000000000001,0.09050646643763155,5.679426487568713,0.0036727691611514513,4.84369446364301
76,1.0,1.3,1.626420107111568,7.83017173200044,0.05475,0.8413210053555784,0.7830171732000437,0.005475000000000001,0.09046967616297719,5.739447537597971,0.0036717678721557303,4.898188484725018
77,1.0,1.3,1.624140379616889,7.8280264794711245,0.05475,0.8512070189808445,0.7828026479471122,0.005475000000000001,0.09043337382046536,5.799444044010747,0.0036707791892368917,4.952649767091524
78,1.0,1.3,1.6218918812659726,7.825881814682228,0.05475,0.8610945940632987,0.7825881814682225,0.005475000000000001,0.09039755264611785,5.859416332142245,0.0036698029531100286,5.007078751405683
79,1.0,1.3,1.6196741842623292,7.823737737472726,0.05475,0.8709837092131165,0.7823737737472723,0.005475000000000001,0.09036220598481651,5.9193647228181865,0.003668839007004418,5.0614758722801305
80,1.0,1.3,1.6174868666696947,7.821594247681637,0.05475,0.8808743433334848,0.7821594247681635,0.005475000000000001,0.0903273272857044,5.979289532427381,0.003667887196492442,5.115841558362965
81,1.0,1.3,1.6153295123317537,7.819451345148026,0.05475,0.8907664756165877,0.7819451345148023,0.005475000000000001,0.09029291009824592,6.039191072991218,0.0036669473693487493,5.170176232421976
82,1.0,1.3,1.6132017107929626,7.817309029710999,0.05475,0.9006600855396482,0.7817309029710996,0.005475000000000001,0.09025894806882252,6.099069652230547,0.0036660193754338784,5.224480311427218
83,1.0,1.3,1.6111030572204563,7.8151673012097085,0.05475,0.9105551528610228,0.7815167301209706,0.005475000000000001,0.09022543493776451,6.158925573630276,0.0036651030665976643,5.278754206632073
84,1.0,1.3,1.6090331523270254,7.81302615948335,0.05475,0.9204516576163513,0.7813026159483347,0.005475000000000001,0.09019236453673801,6.2187591365019985,0.0036641982965986476,5.332998323652889
85,1.0,1.3,1.6069916022951483,7.810885604371163,0.05475,0.9303495801147574,0.781088560437116,0.005475000000000001,0.09015973078642212,6.27857063604488,0.003663304921036421,5.38721306254727
86,1.0,1.3,1.6049780187020641,7.808745635712431,0.05475,0.9402489009351033,0.7808745635712429,0.005475000000000001,0.09012752769442334,6.338360363404988,0.003662422797294452,5.441398817891084
87,1.0,1.3,1.6029920184458715,7.806606253346483,0.05475,0.9501496009222936,0.780660625334648,0.005475000000000001,0.09009574935338478,6.398128605733241,0.003661551784491355,5.495555978854264
88,1.0,1.3,1.6010332236726403,7.804467457112689,0.05475,0.960051661183632,0.7804467457112686,0.005475000000000001,0.09006438993925546,6.457875646242096,0.003660691743439022,5.549684929275418
89,1.0,1.3,1.599101261704522,7.802329246850467,0.05475,0.9699550630852262,0.7802329246850463,0.005475000000000001,0.09003344370969181,6.517601764261075,0.003659842536606275,5.603786047735322
90,1.0,1.3,1.5971957649688435,7.800191622399275,0.05475,0.9798597882484422,0.7800191622399272,0.005475000000000001,0.09000290500256884,6.577307235291234,0.0036590040280870028,5.657859707629315
91,1.0,1.3,1.5953163709281744,7.798054583598618,0.05475,0.9897658185464088,0.7798054583598615,0.005475000000000001,0.08997276823458253,6.6369923310586385,0.0036581760835719132,5.711906277238628
92,1.0,1.3,1.59346272201135,7.795918130288043,0.05475,0.9996731361005675,0.779591813028804,0.005475000000000001,0.08994302789992867,6.696657319566903,0.003657358570323211,5.765926119800682
93,1.0,1.3,1.591634465545441,7.793782262307142,0.05475,1.0095817232772721,0.7793782262307138,0.005475000000000001,0.08991367856904611,6.756302465148854,0.0036565513571516503,5.819919593578374
94,1.0,1.3,1.5898312536886543,7.791646979495551,0.05475,1.0194915626844328,0.7791646979495548,0.005475000000000001,0.0898847148874146,6.815928028517357,0.0036557543143954977,5.873887051928383
95,1.0,1.3,1.5880527433641523,7.78951228169295,0.05475,1.0294026371682077,0.7789512281692946,0.005475000000000001,0.08985613157439941,6.875534266815336,0.0036549673139010495,5.927828843368502
96,1.0,1.3,1.5862985961947802,7.787378168739061,0.05475,1.039314929809739,0.7787378168739058,0.005475000000000001,0.08982792342213615,6.93512143366503,0.0036541902290044104,5.981745311644025
97,1.0,1.3,1.5845684784386873,7.785244640473653,0.05475,1.0492284239219345,0.778524464047365,0.005475000000000001,0.08980008529445072,6.994689779216499,0.003653422934514286,6.035636795793212
98,1.0,1.3,1.5828620609258286,7.783111696736537,0.05475,1.0591431030462917,0.7783111696736533,0.005475000000000001,0.08977261212580985,7.054239550195419,0.0036526653066956106,6.089503630211827
99,1.0,1.3,1.5811790189953379,7.780979337367568,0.05475,1.0690589509497672,0.7780979337367564,0.005475000000000001,0.08974549892029918,7.1137709899501695,0.0036519172232538444,6.143346144716798
100,1.0,1.3,1.5795190324337578,7.7788475622066455,0.05475,1.0789759516216881,0.7778847562206641,0.005475000000000001,0.08971874075062547,7.173284338498243,0.0036511785633198267,6.197164664608974
101,1.0,1.3,1.5778817854141174,7.776716371093713,0.05475,1.0888940892707062,0.7776716371093708,0.005475000000000001,0.0896923327571412,7.2327798325719925,0.003650449207435075,6.250959510735032
102,1.0,1.3,1.5762669664358417,7.774585763868755,0.05475,1.0988133483217923,0.7774585763868751,0.005475000000000001,0.08966627014688909,7.292257705663723,0.003649729037537458,6.304730999548517
103,1.0,1.3,1.5746742682654877,7.772455740371805,0.05475,1.1087337134132746,0.7772455740371801,0.005475000000000001,0.08964054819266541,7.3517181880701505,0.003649017936947172,6.358479443170045
104,1.0,1.3,1.5731033878782892,7.770326300442935,0.05475,1.1186551693939146,0.7770326300442932,0.005475000000000001,0.08961516223210042,7.411161506936236,0.003648315790352974,6.412205149446677
105,1.0,1.3,1.5715540264005043,7.768197443922266,0.05475,1.1285777013200253,0.7768197443922263,0.005475000000000001,0.08959010766675515,7.470587886298406,0.003647622483798629,6.465908422010477
106,1.0,1.3,1.5700258890525522,7.766069170649958,0.05475,1.1385012944526278,0.7766069170649956,0.005475000000000001,0.08956537996123333,7.529997547127171,0.003646937904669534,6.519589560336258
107,1.0,1.3,1.5685186850929282,7.763941480466218,0.05475,1.1484259342546466,0.7763941480466217,0.005475000000000001,0.0895409746423079,7.589390707369151,0.0036462619416795035,6.5732488597985474
108,1.0,1.3,1.567032127762888,7.761814373211296,0.05475,1.1583516063881445,0.7761814373211294,0.005475000000000001,0.0895168872980614,7.648767581988522,0.0036455944848576794,6.626886611727756
109,1.0,1.3,1.5655659342318895,7.759687848725484,0.05475,1.1682782967115946,0.7759687848725483,0.005475000000000001,0.0894931135770396,7.708128383007887,0.003644935425535571,6.680503103465588
110,1.0,1.3,1.5641198255437814,7.757561906849121,0.05475,1.1782059912771892,0.775756190684912,0.005475000000000001,0.08946964918741805,7.767473319548584,0.00364428465633419,6.734098618419681
111,1.0,1.3,1.5626935265637296,7.755436547422587,0.05475,1.1881346763281866,0.7755436547422586,0.005475000000000001,0.08944648989618102,7.826802597870437,0.003643642071151283,6.787673436117504
112,1.0,1.3,1.5612867659258702,7.753311770286307,0.05475,1.1980643382962937,0.7753311770286306,0.005475000000000001,0.08942363152831243,7.886116421410964,0.0036430075651486577,6.841227832259512
113,1.0,1.3,1.5598992759816803,7.751187575280749,0.05475,1.207994963799084,0.7751187575280748,0.005475000000000001,0.0894010699659986,7.9454149908240375,0.003642381034739582,6.894762078771573
114,1.0,1.3,1.5585307927490546,7.749063962246425,0.05475,1.2179265396374528,0.7749063962246424,0.005475000000000001,0.08937880114784245,8.004698504018023,0.0036417623775762686,6.948276443856678
115,1.0,1.3,1.5571810558620813,7.746940931023892,0.05475,1.2278590527931041,0.7746940931023891,0.005475000000000001,0.08935682106808886,8.063967156193387,0.00364115149253743,7.001771192045939
116,1.0,1.3,1.555849808521505,7.744818481453748,0.05475,1.2377924904260753,0.7744818481453748,0.005475000000000001,0.08933512577586096,8.123221139879794,0.0036405482797159058,7.055246584248887
117,1.0,1.3,1.554536797445868,7.742696613376638,0.05475,1.2477268398722934,0.7742696613376637,0.005475000000000001,0.08931371137440723,8.18246064497269,0.0036399526404063626,7.108702877803088
118,1.0,1.3,1.5532417728233219,7.740575326633247,0.05475,1.257662088641166,0.7740575326633247,0.005475000000000001,0.08929257402035909,8.241685858769381,0.003639364477093061,7.162140326523073
119,1.0,1.3,1.5519644882640984,7.738454621064307,0.05475,1.267598224413205,0.7738454621064306,0.005475000000000001,0.08927170992299886,8.300896966004636,0.0036387836934376953,7.215559180748598
120,1.0,1.3,1.5507047007536312,7.73633449651059,0.05475,1.2775352350376816,0.773633449651059,0.005475000000000001,0.08925111534353791,8.360094148885771,0.003638210194267303,7.268959687392242
121,1.0,1.3,1.5494621706063212,7.734214952812916,0.05475,1.2874731085303162,0.7734214952812916,0.005475000000000001,0.08923078659440477,8.41927758712728,0.003637643885562237,7.32234208998636
122,1.0,1.3,1.5482366614199332,7.732095989812145,0.05475,1.2974118330709967,0.7732095989812144,0.005475000000000001,0.08921072003854313,8.47844745798497,0.0036370846744442167,7.37570662872938
123,1.0,1.3,1.547027940030619,7.729977607349183,0.05475,1.307351397001531,0.7729977607349182,0.005475000000000001,0.08919091208871957,8.53760393628965,0.0036365324691644443,7.42905354053148
124,1.0,1.3,1.5458357764685557,7.727859805264978,0.05475,1.3172917888234277,0.7727859805264977,0.005475000000000001,0.08917135920684072,8.596747194480335,0.0036359871790917924,7.482383059059627
125,1.0,1.3,1.544659943914192,7.725742583400522,0.05475,1.3272329971957095,0.7725742583400521,0.005475000000000001,0.0891520579032799,8.655877402637017,0.003635448714701066,7.535695414782007
126,1.0,1.3,1.5435002186550935,7.7236259415968505,0.05475,1.3371750109327547,0.772362594159685,0.005475000000000001,0.0891330047362131,8.71499472851297,0.0036349169875613337,7.5889908350118445
127,1.0,1.3,1.54235638004338,7.721509879695043,0.05475,1.347117819002169,0.7721509879695042,0.005475000000000001,0.08911419631096393,8.774099337566618,0.0036343919103243344,7.642269543950615
128,1.0,1.3,1.5412282104537447,7.719394397536223,0.05475,1.3570614105226873,0.7719394397536221,0.005475000000000001,0.08909562927935764,8.833191392992974,0.0036338733967129586,7.695531762730677
129,1.0,1.3,1.5401154952420495,7.717279494961556,0.05475,1.3670057747621025,0.7717279494961554,0.005475000000000001,0.0890773003390841,8.89227105575464,0.0036333613615098033,7.748777709457313
130,1.0,1.3,1.5390180227044872,7.715165171812251,0.05475,1.3769509011352243,0.7715165171812249,0.005475000000000001,0.08905920623306937,8.951338484612377,0.003632855720545804,7.802007599250195
131,1.0,1.3,1.5379355840373024,7.713051427929563,0.05475,1.3868967792018652,0.7713051427929561,0.005475000000000001,0.089041343748856,9.010393836155272,0.0036323563906889415,7.855221644284281
132,1.0,1.3,1.5368679732970654,7.710938263154787,0.05475,1.3968433986648534,0.7710938263154786,0.005475000000000001,0.0890237097179918,9.069437264830482,0.0036318632898330277,7.908420053830158
133,1.0,1.3,1.535814987361489,7.708825677329266,0.05475,1.4067907493680747,0.7708825677329264,0.005475000000000001,0.08900630101542695,9.128468922972566,0.0036313763368865703,7.96160303429382
134,1.0,1.3,1.5347764258907837,7.706713670294381,0.05475,1.4167388212945393,0.770671367029438,0.005475000000000001,0.08898911455891947,9.18748896083243,0.0036308954517617143,8.014770789255918
135,1.0,1.3,1.5337520912895402,7.7046022418915605,0.05475,1.4266876045644772,0.7704602241891559,0.005475000000000001,0.08897214730844878,9.24649752660586,0.0036304205553632624,8.067923519510453
136,1.0,1.3,1.5327417886691355,7.702491391962275,0.05475,1.436637089433457,0.7702491391962274,0.005475000000000001,0.08895539626563724,9.305494766461672,0.0036299515695777814,8.121061423102955
137,1.0,1.3,1.5317453258106541,7.700381120348039,0.05475,1.446587266290533,0.7700381120348038,0.005475000000000001,0.08893885847317975,9.364480824569478,0.0036294884172627796,8.17418469536813
138,1.0,1.3,1.5307625131283165,7.698271426890409,0.05475,1.456538125656416,0.7698271426890408,0.005475000000000001,0.0889225310142811,9.423455843127067,0.003629031022235974,8.227293528966996
139,1.0,1.3,1.5297931636334081,7.696162311430987,0.05475,1.4664896581816707,0.7696162311430986,0.005475000000000001,0.08890641101210098,9.482419962387413,0.0036285793092646367,8.280388113923507
140,1.0,1.3,1.5288370928987038,7.694053773811417,0.05475,1.4764418546449354,0.7694053773811416,0.005475000000000001,0.08889049562920667,9.541373320685311,0.0036281332040550215,8.333468637660676
141,1.0,1.3,1.5278941190233792,7.691945813873386,0.05475,1.486394705951169,0.7691945813873385,0.005475000000000001,0.08887478206703323,9.600316054463658,0.003627692633241877,8.386535285036205
142,1.0,1.3,1.5269640625984013,7.689838431458626,0.05475,1.4963482031299202,0.7689838431458625,0.005475000000000001,0.08885926756535101,9.659248298299357,0.003627257524378035,8.439588238377624
143,1.0,1.3,1.526046746672396,7.687731626408912,0.05475,1.50630233733362,0.7687731626408911,0.005475000000000001,0.08884394940174054,9.718170184928878,0.0036268278059240935,8.492627677516955
144,1.0,1.3,1.5251419967179796,7.68562539856606,0.05475,1.516257099835899,0.7685625398566059,0.005475000000000001,0.08882882489107455,9.777081845273473,0.0036264034072381788,8.545653779824889
