step_number,time_in_days,soil_temperature_in_Celsius,sucrose_input_rate
2160,90.00000072,17.48847244,1.43E-09
2161,90.04166739,17.48915672,1.43E-09
2162,90.08333405,17.48984099,1.43E-09
2163,90.12500072,17.49052527,1.43E-09
2164,90.16666739,17.49120955,1.43E-09
2165,90.20833406,17.49189382,1.43E-09
2166,90.25000072,17.4925781,1.43E-09
2167,90.29166739,17.49326237,1.43E-09
2168,90.33333406,17.49394665,1.43E-09
2169,90.37500072,17.49463092,1.43E-09
2170,90.41666739,17.4953152,1.43E-09
2171,90.45833406,17.49599948,1.43E-09
2172,90.50000072,17.49668375,1.43E-09
2173,90.54166739,17.49736803,1.43E-09
2174,90.58333406,17.4980523,1.43E-09
2175,90.62500072,17.49873658,1.43E-09
2176,90.66666739,17.49942086,1.43E-09
2177,90.70833406,17.50010513,1.43E-09
2178,90.75000073,17.50078941,1.43E-09
2179,90.79166739,17.50147368,1.43E-09
2180,90.83333406,17.50215796,1.43E-09
2181,90.87500073,17.50284223,1.43E-09
2182,90.91666739,17.50352651,1.43E-09
2183,90.95833406,17.50421079,1.43E-09
2184,91.00000073,17.50489382,1.43E-09
2185,91.04166739,17.43477715,1.43E-09
2186,91.08333406,17.36466048,1.43E-09
2187,91.12500073,17.29454381,1.43E-09
2188,91.1666674,17.22442714,1.43E-09
2189,91.20833406,17.15431046,1.43E-09
2190,91.25000073,17.08419379,1.43E-09
2191,91.2916674,17.01407712,1.43E-09
2192,91.33333406,16.94396045,1.43E-09
2193,91.37500073,16.87384377,1.43E-09
2194,91.4166674,16.8037271,1.43E-09
2195,91.45833406,16.73361043,1.43E-09
2196,91.50000073,16.66349376,1.43E-09
2197,91.5416674,16.59337709,1.43E-09
2198,91.58333407,16.52326041,1.43E-09
2199,91.62500073,16.45314374,1.43E-09
2200,91.6666674,16.38302707,1.43E-09
2201,91.70833407,16.3129104,1.43E-09
2202,91.75000073,16.24279372,1.43E-09
2203,91.7916674,16.17267705,1.43E-09
2204,91.83333407,16.10256038,1.43E-09
2205,91.87500074,16.03244371,1.43E-09
2206,91.9166674,15.96232704,1.43E-09
2207,91.95833407,15.89221036,1.43E-09
2208,92.00000074,15.82209404,1.43E-09
2209,92.0416674,15.77154065,1.43E-09
2210,92.08333407,15.72098727,1.43E-09
2211,92.12500074,15.67043389,1.43E-09
2212,92.1666674,15.6198805,1.43E-09
2213,92.20833407,15.56932712,1.43E-09
2214,92.25000074,15.51877374,1.43E-09
2215,92.29166741,15.46822035,1.43E-09
2216,92.33333407,15.41766697,1.43E-09
2217,92.37500074,15.36711359,1.43E-09
2218,92.41666741,15.3165602,1.43E-09
2219,92.45833407,15.26600682,1.43E-09
2220,92.50000074,15.21545344,1.42E-09
2221,92.54166741,15.16490005,1.42E-09
2222,92.58333407,15.11434667,1.42E-09
2223,92.62500074,15.06379329,1.42E-09
2224,92.66666741,15.0132399,1.42E-09
2225,92.70833408,14.96268652,1.42E-09
2226,92.75000074,14.91213314,1.42E-09
2227,92.79166741,14.86157975,1.42E-09
2228,92.83333408,14.81102637,1.42E-09
2229,92.87500074,14.76047299,1.42E-09
2230,92.91666741,14.7099196,1.42E-09
2231,92.95833408,14.65936622,1.42E-09
2232,93.00000074,14.60881388,1.42E-09
2233,93.04166741,14.61640998,1.42E-09
2234,93.08333408,14.62400609,1.42E-09
2235,93.12500075,14.6316022,1.42E-09
2236,93.16666741,14.6391983,1.42E-09
2237,93.20833408,14.64679441,1.42E-09
2238,93.25000075,14.65439052,1.42E-09
2239,93.29166741,14.66198663,1.42E-09
2240,93.33333408,14.66958273,1.42E-09
2241,93.37500075,14.67717884,1.42E-09
2242,93.41666741,14.68477495,1.42E-09
2243,93.45833408,14.69237105,1.42E-09
2244,93.50000075,14.69996716,1.42E-09
2245,93.54166741,14.70756327,1.42E-09
2246,93.58333408,14.71515938,1.42E-09
2247,93.62500075,14.72275548,1.42E-09
2248,93.66666742,14.73035159,1.42E-09
2249,93.70833408,14.7379477,1.42E-09
2250,93.75000075,14.7455438,1.42E-09
2251,93.79166742,14.75313991,1.42E-09
2252,93.83333408,14.76073602,1.42E-09
2253,93.87500075,14.76833213,1.42E-09
2254,93.91666742,14.77592823,1.42E-09
2255,93.95833408,14.78352434,1.42E-09
2256,94.00000075,14.79112059,1.42E-09
2257,94.04166742,14.80679034,1.42E-09
2258,94.08333409,14.82246008,1.42E-09
2259,94.12500075,14.83812982,1.42E-09
2260,94.16666742,14.85379956,1.42E-09
2261,94.20833409,14.86946931,1.42E-09
2262,94.25000075,14.88513905,1.41E-09
2263,94.29166742,14.90080879,1.41E-09
2264,94.33333409,14.91647853,1.41E-09
2265,94.37500075,14.93214828,1.41E-09
2266,94.41666742,14.94781802,1.41E-09
2267,94.45833409,14.96348776,1.41E-09
2268,94.50000076,14.9791575,1.41E-09
2269,94.54166742,14.99482725,1.41E-09
2270,94.58333409,15.01049699,1.41E-09
2271,94.62500076,15.02616673,1.41E-09
2272,94.66666742,15.04183647,1.41E-09
2273,94.70833409,15.05750622,1.41E-09
2274,94.75000076,15.07317596,1.40E-09
2275,94.79166743,15.0888457,1.40E-09
2276,94.83333409,15.10451545,1.40E-09
2277,94.87500076,15.12018519,1.40E-09
2278,94.91666743,15.13585493,1.40E-09
2279,94.95833409,15.15152467,1.40E-09
2280,95.00000076,15.16719515,1.40E-09
2281,95.04166743,15.22321835,1.40E-09
2282,95.08333409,15.27924154,1.40E-09
2283,95.12500076,15.33526474,1.40E-09
2284,95.16666743,15.39128793,1.40E-09
2285,95.2083341,15.44731113,1.40E-09
2286,95.25000076,15.50333432,1.40E-09
2287,95.29166743,15.55935752,1.40E-09
2288,95.3333341,15.61538072,1.40E-09
2289,95.37500076,15.67140391,1.40E-09
2290,95.41666743,15.72742711,1.40E-09
2291,95.4583341,15.7834503,1.40E-09
2292,95.50000076,15.8394735,1.39E-09
2293,95.54166743,15.89549669,1.39E-09
2294,95.5833341,15.95151989,1.39E-09
2295,95.62500077,16.00754308,1.39E-09
2296,95.66666743,16.06356628,1.39E-09
2297,95.7083341,16.11958947,1.39E-09
2298,95.75000077,16.17561267,1.39E-09
2299,95.79166743,16.23163587,1.39E-09
2300,95.8333341,16.28765906,1.39E-09
2301,95.87500077,16.34368226,1.39E-09
2302,95.91666743,16.39970545,1.39E-09
2303,95.9583341,16.45572865,1.39E-09
2304,96.00000077,16.51175054,1.39E-09
2305,96.04166744,16.49716221,1.39E-09
2306,96.0833341,16.48257388,1.39E-09
2307,96.12500077,16.46798554,1.39E-09
2308,96.16666744,16.45339721,1.39E-09
2309,96.2083341,16.43880888,1.39E-09
2310,96.25000077,16.42422055,1.38E-09
2311,96.29166744,16.40963222,1.38E-09
2312,96.3333341,16.39504388,1.38E-09
2313,96.37500077,16.38045555,1.38E-09
2314,96.41666744,16.36586722,1.38E-09
2315,96.4583341,16.35127889,1.38E-09
2316,96.50000077,16.33669055,1.38E-09
2317,96.54166744,16.32210222,1.38E-09
2318,96.58333411,16.30751389,1.38E-09
2319,96.62500077,16.29292556,1.38E-09
2320,96.66666744,16.27833723,1.38E-09
2321,96.70833411,16.26374889,1.38E-09
2322,96.75000077,16.24916056,1.37E-09
2323,96.79166744,16.23457223,1.37E-09
2324,96.83333411,16.2199839,1.37E-09
2325,96.87500077,16.20539556,1.37E-09
2326,96.91666744,16.19080723,1.37E-09
2327,96.95833411,16.1762189,1.37E-09
2328,97.00000078,16.16163175,1.37E-09
2329,97.04166744,16.21031425,1.37E-09
2330,97.08333411,16.25899676,1.37E-09
2331,97.12500078,16.30767926,1.37E-09
2332,97.16666744,16.35636176,1.37E-09
2333,97.20833411,16.40504427,1.37E-09
2334,97.25000078,16.45372677,1.36E-09
2335,97.29166744,16.50240928,1.36E-09
2336,97.33333411,16.55109178,1.36E-09
2337,97.37500078,16.59977429,1.36E-09
2338,97.41666745,16.64845679,1.36E-09
2339,97.45833411,16.6971393,1.36E-09
2340,97.50000078,16.7458218,1.36E-09
2341,97.54166745,16.79450431,1.36E-09
2342,97.58333411,16.84318681,1.36E-09
2343,97.62500078,16.89186932,1.36E-09
2344,97.66666745,16.94055182,1.36E-09
2345,97.70833412,16.98923432,1.36E-09
2346,97.75000078,17.03791683,1.35E-09
2347,97.79166745,17.08659933,1.35E-09
2348,97.83333412,17.13528184,1.35E-09
2349,97.87500078,17.18396434,1.35E-09
2350,97.91666745,17.23264685,1.35E-09
2351,97.95833412,17.28132935,1.35E-09
2352,98.00000078,17.33001044,1.35E-09
2353,98.04166745,17.30363565,1.35E-09
2354,98.08333412,17.27726086,1.35E-09
2355,98.12500079,17.25088606,1.35E-09
2356,98.16666745,17.22451127,1.35E-09
2357,98.20833412,17.19813647,1.35E-09
2358,98.25000079,17.17176168,1.34E-09
2359,98.29166745,17.14538689,1.34E-09
2360,98.33333412,17.11901209,1.34E-09
2361,98.37500079,17.0926373,1.34E-09
2362,98.41666745,17.0662625,1.34E-09
2363,98.45833412,17.03988771,1.34E-09
2364,98.50000079,17.01351292,1.34E-09
2365,98.54166746,16.98713812,1.34E-09
2366,98.58333412,16.96076333,1.34E-09
2367,98.62500079,16.93438853,1.34E-09
2368,98.66666746,16.90801374,1.34E-09
2369,98.70833412,16.88163895,1.34E-09
2370,98.75000079,16.85526415,1.33E-09
2371,98.79166746,16.82888936,1.33E-09
2372,98.83333412,16.80251456,1.33E-09
2373,98.87500079,16.77613977,1.33E-09
2374,98.91666746,16.74976498,1.33E-09
2375,98.95833413,16.72339018,1.33E-09
2376,99.00000079,16.69701489,1.33E-09
2377,99.04166746,16.64442867,1.33E-09
2378,99.08333413,16.59184246,1.33E-09
2379,99.12500079,16.53925624,1.33E-09
2380,99.16666746,16.48667003,1.33E-09
2381,99.20833413,16.43408381,1.33E-09
2382,99.25000079,16.3814976,1.32E-09
2383,99.29166746,16.32891138,1.32E-09
2384,99.33333413,16.27632516,1.32E-09
2385,99.37500079,16.22373895,1.32E-09
2386,99.41666746,16.17115273,1.32E-09
2387,99.45833413,16.11856652,1.32E-09
2388,99.5000008,16.0659803,1.32E-09
2389,99.54166746,16.01339408,1.32E-09
2390,99.58333413,15.96080787,1.32E-09
2391,99.6250008,15.90822165,1.32E-09
2392,99.66666746,15.85563544,1.32E-09
2393,99.70833413,15.80304922,1.32E-09
2394,99.7500008,15.75046301,1.31E-09
2395,99.79166746,15.69787679,1.31E-09
2396,99.83333413,15.64529057,1.31E-09
2397,99.8750008,15.59270436,1.31E-09
2398,99.91666747,15.54011814,1.31E-09
2399,99.95833413,15.48753193,1.31E-09
2400,100.0000008,15.43494636,1.31E-09
2401,100.0416675,15.41630712,1.31E-09
2402,100.0833341,15.39766788,1.31E-09
2403,100.1250008,15.37902864,1.31E-09
2404,100.1666675,15.36038939,1.30E-09
2405,100.2083341,15.34175015,1.30E-09
2406,100.2500008,15.32311091,1.30E-09
2407,100.2916675,15.30447167,1.30E-09
2408,100.3333341,15.28583243,1.30E-09
2409,100.3750008,15.26719319,1.30E-09
2410,100.4166675,15.24855394,1.30E-09
2411,100.4583341,15.2299147,1.30E-09
2412,100.5000008,15.21127546,1.29E-09
2413,100.5416675,15.19263622,1.29E-09
2414,100.5833341,15.17399698,1.29E-09
2415,100.6250008,15.15535773,1.29E-09
2416,100.6666675,15.13671849,1.29E-09
2417,100.7083341,15.11807925,1.29E-09
2418,100.7500008,15.09944001,1.29E-09
2419,100.7916675,15.08080077,1.29E-09
2420,100.8333341,15.06216153,1.28E-09
2421,100.8750008,15.04352228,1.28E-09
2422,100.9166675,15.02488304,1.28E-09
2423,100.9583341,15.0062438,1.28E-09
2424,101.0000008,14.98760456,1.28E-09
2425,101.0416675,14.96896532,1.28E-09
2426,101.0833341,14.95032607,1.28E-09
2427,101.1250008,14.93168683,1.28E-09
2428,101.1666675,14.91304759,1.27E-09
2429,101.2083341,14.89440835,1.27E-09
2430,101.2500008,14.87576911,1.27E-09
2431,101.2916675,14.85712987,1.27E-09
2432,101.3333341,14.83849062,1.27E-09
2433,101.3750008,14.81985138,1.27E-09
2434,101.4166675,14.80121214,1.27E-09
2435,101.4583341,14.7825729,1.27E-09
2436,101.5000008,14.76393366,1.26E-09
2437,101.5416675,14.74529441,1.26E-09
2438,101.5833341,14.72665517,1.26E-09
2439,101.6250008,14.70801593,1.26E-09
2440,101.6666675,14.68937669,1.26E-09
2441,101.7083341,14.67073745,1.26E-09
2442,101.7500008,14.65209821,1.26E-09
2443,101.7916675,14.63345896,1.26E-09
2444,101.8333341,14.61481972,1.25E-09
2445,101.8750008,14.59618048,1.25E-09
2446,101.9166675,14.57754124,1.25E-09
2447,101.9583341,14.558902,1.25E-09
2448,102.0000008,14.54026408,1.25E-09
2449,102.0416675,14.5893717,1.25E-09
2450,102.0833342,14.63847931,1.25E-09
2451,102.1250008,14.68758693,1.25E-09
2452,102.1666675,14.73669454,1.24E-09
2453,102.2083342,14.78580216,1.24E-09
2454,102.2500008,14.83490978,1.24E-09
2455,102.2916675,14.88401739,1.24E-09
2456,102.3333342,14.93312501,1.24E-09
2457,102.3750008,14.98223262,1.24E-09
2458,102.4166675,15.03134024,1.24E-09
2459,102.4583342,15.08044786,1.24E-09
2460,102.5000008,15.12955547,1.23E-09
2461,102.5416675,15.17866309,1.23E-09
2462,102.5833342,15.2277707,1.23E-09
2463,102.6250008,15.27687832,1.23E-09
2464,102.6666675,15.32598593,1.23E-09
2465,102.7083342,15.37509355,1.23E-09
2466,102.7500008,15.42420117,1.23E-09
2467,102.7916675,15.47330878,1.23E-09
2468,102.8333342,15.5224164,1.22E-09
2469,102.8750008,15.57152401,1.22E-09
2470,102.9166675,15.62063163,1.22E-09
2471,102.9583342,15.66973925,1.22E-09
2472,103.0000008,15.71884608,1.22E-09
2473,103.0416675,15.72843888,1.22E-09
2474,103.0833342,15.73803168,1.22E-09
2475,103.1250008,15.74762448,1.22E-09
2476,103.1666675,15.75721728,1.21E-09
2477,103.2083342,15.76681008,1.21E-09
2478,103.2500008,15.77640288,1.21E-09
2479,103.2916675,15.78599568,1.21E-09
2480,103.3333342,15.79558848,1.21E-09
2481,103.3750008,15.80518128,1.21E-09
2482,103.4166675,15.81477408,1.21E-09
2483,103.4583342,15.82436688,1.21E-09
2484,103.5000008,15.83395968,1.20E-09
2485,103.5416675,15.84355248,1.20E-09
2486,103.5833342,15.85314528,1.20E-09
2487,103.6250008,15.86273808,1.20E-09
2488,103.6666675,15.87233088,1.20E-09
2489,103.7083342,15.88192368,1.20E-09
2490,103.7500008,15.89151648,1.20E-09
2491,103.7916675,15.90110928,1.20E-09
2492,103.8333342,15.91070208,1.19E-09
2493,103.8750008,15.92029488,1.19E-09
2494,103.9166675,15.92988768,1.19E-09
2495,103.9583342,15.93948048,1.19E-09
2496,104.0000008,15.94907308,1.19E-09
2497,104.0416675,15.94848163,1.19E-09
2498,104.0833342,15.94789019,1.19E-09
2499,104.1250008,15.94729875,1.19E-09
2500,104.1666675,15.9467073,1.18E-09
2501,104.2083342,15.94611586,1.18E-09
2502,104.2500008,15.94552442,1.18E-09
2503,104.2916675,15.94493297,1.18E-09
2504,104.3333342,15.94434153,1.18E-09
2505,104.3750008,15.94375008,1.18E-09
2506,104.4166675,15.94315864,1.18E-09
2507,104.4583342,15.9425672,1.18E-09
2508,104.5000008,15.94197575,1.17E-09
2509,104.5416675,15.94138431,1.17E-09
2510,104.5833342,15.94079287,1.17E-09
2511,104.6250008,15.94020142,1.17E-09
2512,104.6666675,15.93960998,1.17E-09
2513,104.7083342,15.93901853,1.17E-09
2514,104.7500008,15.93842709,1.17E-09
2515,104.7916675,15.93783565,1.17E-09
2516,104.8333342,15.9372442,1.16E-09
2517,104.8750008,15.93665276,1.16E-09
2518,104.9166675,15.93606132,1.16E-09
2519,104.9583342,15.93546987,1.16E-09
2520,105.0000008,15.93487954,1.16E-09
2521,105.0416675,15.98947325,1.16E-09
2522,105.0833342,16.04406696,1.16E-09
2523,105.1250008,16.09866067,1.16E-09
2524,105.1666675,16.15325438,1.15E-09
2525,105.2083342,16.20784809,1.15E-09
2526,105.2500008,16.26244181,1.15E-09
2527,105.2916675,16.31703552,1.15E-09
2528,105.3333342,16.37162923,1.15E-09
2529,105.3750008,16.42622294,1.15E-09
2530,105.4166675,16.48081665,1.15E-09
2531,105.4583342,16.53541036,1.15E-09
2532,105.5000008,16.59000407,1.14E-09
2533,105.5416675,16.64459778,1.14E-09
2534,105.5833342,16.69919149,1.14E-09
2535,105.6250008,16.7537852,1.14E-09
2536,105.6666675,16.80837891,1.14E-09
2537,105.7083342,16.86297263,1.14E-09
2538,105.7500008,16.91756634,1.14E-09
2539,105.7916675,16.97216005,1.14E-09
2540,105.8333342,17.02675376,1.13E-09
2541,105.8750008,17.08134747,1.13E-09
2542,105.9166675,17.13594118,1.13E-09
2543,105.9583342,17.19053489,1.13E-09
2544,106.0000008,17.24512789,1.13E-09
2545,106.0416675,17.26461065,1.13E-09
2546,106.0833342,17.28409341,1.13E-09
2547,106.1250008,17.30357617,1.12E-09
2548,106.1666675,17.32305893,1.12E-09
2549,106.2083342,17.3425417,1.12E-09
2550,106.2500008,17.36202446,1.12E-09
2551,106.2916675,17.38150722,1.12E-09
2552,106.3333342,17.40098998,1.12E-09
2553,106.3750009,17.42047274,1.11E-09
2554,106.4166675,17.4399555,1.11E-09
2555,106.4583342,17.45943827,1.11E-09
2556,106.5000009,17.47892103,1.11E-09
2557,106.5416675,17.49840379,1.11E-09
2558,106.5833342,17.51788655,1.11E-09
2559,106.6250009,17.53736931,1.10E-09
2560,106.6666675,17.55685208,1.10E-09
2561,106.7083342,17.57633484,1.10E-09
2562,106.7500009,17.5958176,1.10E-09
2563,106.7916675,17.61530036,1.10E-09
2564,106.8333342,17.63478312,1.10E-09
2565,106.8750009,17.65426588,1.09E-09
2566,106.9166675,17.67374865,1.09E-09
2567,106.9583342,17.69323141,1.09E-09
2568,107.0000009,17.71271444,1.09E-09
2569,107.0416675,17.74551907,1.09E-09
2570,107.0833342,17.7783237,1.09E-09
2571,107.1250009,17.81112833,1.09E-09
2572,107.1666675,17.84393296,1.08E-09
2573,107.2083342,17.87673759,1.08E-09
2574,107.2500009,17.90954222,1.08E-09
2575,107.2916675,17.94234685,1.08E-09
2576,107.3333342,17.97515148,1.08E-09
2577,107.3750009,18.00795611,1.08E-09
2578,107.4166675,18.04076073,1.08E-09
2579,107.4583342,18.07356536,1.08E-09
2580,107.5000009,18.10636999,1.07E-09
2581,107.5416675,18.13917462,1.07E-09
2582,107.5833342,18.17197925,1.07E-09
2583,107.6250009,18.20478388,1.07E-09
2584,107.6666675,18.23758851,1.07E-09
2585,107.7083342,18.27039314,1.07E-09
2586,107.7500009,18.30319777,1.07E-09
2587,107.7916675,18.3360024,1.07E-09
2588,107.8333342,18.36880702,1.06E-09
2589,107.8750009,18.40161165,1.06E-09
2590,107.9166675,18.43441628,1.06E-09
2591,107.9583342,18.46722091,1.06E-09
2592,108.0000009,18.50002513,1.06E-09
2593,108.0416675,18.51305605,1.06E-09
2594,108.0833342,18.52608697,1.06E-09
2595,108.1250009,18.53911789,1.06E-09
2596,108.1666675,18.55214881,1.05E-09
2597,108.2083342,18.56517973,1.05E-09
2598,108.2500009,18.57821065,1.05E-09
2599,108.2916675,18.59124157,1.05E-09
2600,108.3333342,18.60427249,1.05E-09
2601,108.3750009,18.61730341,1.05E-09
2602,108.4166675,18.63033434,1.05E-09
2603,108.4583342,18.64336526,1.05E-09
2604,108.5000009,18.65639618,1.04E-09
2605,108.5416675,18.6694271,1.04E-09
2606,108.5833342,18.68245802,1.04E-09
2607,108.6250009,18.69548894,1.04E-09
2608,108.6666675,18.70851986,1.04E-09
2609,108.7083342,18.72155078,1.04E-09
2610,108.7500009,18.7345817,1.04E-09
2611,108.7916675,18.74761262,1.04E-09
2612,108.8333342,18.76064354,1.03E-09
2613,108.8750009,18.77367446,1.03E-09
2614,108.9166675,18.78670538,1.03E-09
2615,108.9583342,18.7997363,1.03E-09
2616,109.0000009,18.81276315,1.03E-09
2617,109.0416675,18.6313027,1.03E-09
2618,109.0833342,18.44984225,1.03E-09
2619,109.1250009,18.2683818,1.03E-09
2620,109.1666675,18.08692135,1.02E-09
